isoCode,date,vaccine
ARG,2023-12-20,Pfizer/BioNTech
ARG,2023-12-20,Sinopharm/Beijing
ARG,2023-12-20,Sputnik V
ARG,2023-12-21,CanSino
ARG,2023-12-21,Moderna
ARG,2023-12-21,Oxford/AstraZeneca
ARG,2023-12-21,Pfizer/BioNTech
ARG,2023-12-21,Sinopharm/Beijing
ARG,2023-12-21,Sputnik V
ARG,2023-12-22,CanSino
ARG,2023-12-22,Moderna
ARG,2023-12-22,Oxford/AstraZeneca
ARG,2023-12-22,Pfizer/BioNTech
ARG,2023-12-22,Sinopharm/Beijing
ARG,2023-12-22,Sputnik V
ARG,2023-12-23,CanSino
ARG,2023-12-23,Moderna
ARG,2023-12-23,Oxford/AstraZeneca
ARG,2023-12-23,Pfizer/BioNTech
ARG,2023-12-23,Sinopharm/Beijing
ARG,2023-12-23,Sputnik V
ARG,2023-12-24,CanSino
ARG,2023-12-24,Moderna
ARG,2023-12-24,Oxford/AstraZeneca
ARG,2023-12-24,Pfizer/BioNTech
ARG,2023-12-24,Sinopharm/Beijing
ARG,2023-12-24,Sputnik V
ARG,2023-12-25,CanSino
ARG,2023-12-25,Moderna
ARG,2023-12-25,Oxford/AstraZeneca
ARG,2023-12-25,Pfizer/BioNTech
ARG,2023-12-25,Sinopharm/Beijing
ARG,2023-12-25,Sputnik V
ARG,2023-12-26,CanSino
ARG,2023-12-26,Moderna
ARG,2023-12-26,Oxford/AstraZeneca
ARG,2023-12-26,Pfizer/BioNTech
ARG,2023-12-26,Sinopharm/Beijing
ARG,2023-12-26,Sputnik V
ARG,2023-12-27,CanSino
ARG,2023-12-27,Moderna
ARG,2023-12-27,Oxford/AstraZeneca
ARG,2023-12-27,Pfizer/BioNTech
ARG,2023-12-27,Sinopharm/Beijing
ARG,2023-12-27,Sputnik V
ARG,2023-12-28,CanSino
ARG,2023-12-28,Moderna
ARG,2023-12-28,Oxford/AstraZeneca
ARG,2023-12-28,Pfizer/BioNTech
ARG,2023-12-28,Sinopharm/Beijing
ARG,2023-12-28,Sputnik V
ARG,2023-12-29,CanSino
ARG,2023-12-29,Moderna
ARG,2023-12-29,Oxford/AstraZeneca
ARG,2023-12-29,Pfizer/BioNTech
ARG,2023-12-29,Sinopharm/Beijing
ARG,2023-12-29,Sputnik V
ARG,2023-12-30,CanSino
ARG,2023-12-30,Moderna
ARG,2023-12-30,Oxford/AstraZeneca
ARG,2023-12-30,Pfizer/BioNTech
ARG,2023-12-30,Sinopharm/Beijing
ARG,2023-12-30,Sputnik V
ARG,2023-12-31,CanSino
ARG,2023-12-31,Moderna
ARG,2023-12-31,Oxford/AstraZeneca
ARG,2023-12-31,Pfizer/BioNTech
ARG,2023-12-31,Sinopharm/Beijing
ARG,2023-12-31,Sputnik V
ARG,2024-01-01,CanSino
ARG,2024-01-01,Moderna
ARG,2024-01-01,Oxford/AstraZeneca
ARG,2024-01-01,Pfizer/BioNTech
ARG,2024-01-01,Sinopharm/Beijing
ARG,2024-01-01,Sputnik V
ARG,2024-01-02,CanSino
ARG,2024-01-02,Moderna
ARG,2024-01-02,Oxford/AstraZeneca
ARG,2024-01-02,Pfizer/BioNTech
ARG,2024-01-02,Sinopharm/Beijing
ARG,2024-01-02,Sputnik V
ARG,2024-01-03,CanSino
ARG,2024-01-03,Moderna
ARG,2024-01-03,Oxford/AstraZeneca
ARG,2024-01-03,Pfizer/BioNTech
ARG,2024-01-03,Sinopharm/Beijing
ARG,2024-01-03,Sputnik V
ARG,2024-01-04,CanSino
ARG,2024-01-04,Moderna
ARG,2024-01-04,Oxford/AstraZeneca
ARG,2024-01-04,Pfizer/BioNTech
ARG,2024-01-04,Sinopharm/Beijing
ARG,2024-01-04,Sputnik V
ARG,2024-01-05,CanSino
ARG,2024-01-05,Moderna
ARG,2024-01-05,Oxford/AstraZeneca
ARG,2024-01-05,Pfizer/BioNTech
ARG,2024-01-05,Sinopharm/Beijing
ARG,2024-01-05,Sputnik V
ARG,2024-01-06,CanSino
ARG,2024-01-06,Moderna
ARG,2024-01-06,Oxford/AstraZeneca
ARG,2024-01-06,Pfizer/BioNTech
ARG,2024-01-06,Sinopharm/Beijing
ARG,2024-01-06,Sputnik V
ARG,2024-01-07,CanSino
ARG,2024-01-07,Moderna
ARG,2024-01-07,Oxford/AstraZeneca
ARG,2024-01-07,Pfizer/BioNTech
ARG,2024-01-07,Sinopharm/Beijing
ARG,2024-01-07,Sputnik V
ARG,2024-01-08,CanSino
ARG,2024-01-08,Moderna
ARG,2024-01-08,Oxford/AstraZeneca
ARG,2024-01-08,Pfizer/BioNTech
ARG,2024-01-08,Sinopharm/Beijing
ARG,2024-01-08,Sputnik V
ARG,2024-01-09,CanSino
ARG,2024-01-09,Moderna
ARG,2024-01-09,Oxford/AstraZeneca
ARG,2024-01-09,Pfizer/BioNTech
ARG,2024-01-09,Sinopharm/Beijing
ARG,2024-01-09,Sputnik V
ARG,2024-01-10,CanSino
ARG,2024-01-10,Moderna
ARG,2024-01-10,Oxford/AstraZeneca
ARG,2024-01-10,Pfizer/BioNTech
ARG,2024-01-10,Sinopharm/Beijing
ARG,2024-01-10,Sputnik V
ARG,2024-01-11,CanSino
ARG,2024-01-11,Moderna
ARG,2024-01-11,Oxford/AstraZeneca
ARG,2024-01-11,Pfizer/BioNTech
ARG,2024-01-11,Sinopharm/Beijing
ARG,2024-01-11,Sputnik V
ARG,2024-01-12,CanSino
ARG,2024-01-12,Moderna
ARG,2024-01-12,Oxford/AstraZeneca
ARG,2024-01-12,Pfizer/BioNTech
ARG,2024-01-12,Sinopharm/Beijing
ARG,2024-01-12,Sputnik V
ARG,2024-01-13,CanSino
ARG,2024-01-13,Moderna
ARG,2024-01-13,Oxford/AstraZeneca
ARG,2024-01-13,Pfizer/BioNTech
ARG,2024-01-13,Sinopharm/Beijing
ARG,2024-01-13,Sputnik V
ARG,2024-01-14,CanSino
ARG,2024-01-14,Moderna
ARG,2024-01-14,Oxford/AstraZeneca
ARG,2024-01-14,Pfizer/BioNTech
ARG,2024-01-14,Sinopharm/Beijing
ARG,2024-01-14,Sputnik V
ARG,2024-01-15,CanSino
ARG,2024-01-15,Moderna
ARG,2024-01-15,Oxford/AstraZeneca
ARG,2024-01-15,Pfizer/BioNTech
ARG,2024-01-15,Sinopharm/Beijing
ARG,2024-01-15,Sputnik V
ARG,2024-01-16,CanSino
ARG,2024-01-16,Moderna
ARG,2024-01-16,Oxford/AstraZeneca
ARG,2024-01-16,Pfizer/BioNTech
ARG,2024-01-16,Sinopharm/Beijing
ARG,2024-01-16,Sputnik V
ARG,2024-01-17,CanSino
ARG,2024-01-17,Moderna
ARG,2024-01-17,Oxford/AstraZeneca
ARG,2024-01-17,Pfizer/BioNTech
ARG,2024-01-17,Sinopharm/Beijing
ARG,2024-01-17,Sputnik V
ARG,2024-01-18,CanSino
ARG,2024-01-18,Moderna
ARG,2024-01-18,Oxford/AstraZeneca
ARG,2024-01-18,Pfizer/BioNTech
ARG,2024-01-18,Sinopharm/Beijing
ARG,2024-01-18,Sputnik V
ARG,2024-01-19,CanSino
ARG,2024-01-19,Moderna
ARG,2024-01-19,Oxford/AstraZeneca
ARG,2024-01-19,Pfizer/BioNTech
ARG,2024-01-19,Sinopharm/Beijing
ARG,2024-01-19,Sputnik V
ARG,2024-01-20,CanSino
ARG,2024-01-20,Moderna
ARG,2024-01-20,Oxford/AstraZeneca
ARG,2024-01-20,Pfizer/BioNTech
ARG,2024-01-20,Sinopharm/Beijing
ARG,2024-01-20,Sputnik V
ARG,2024-01-21,CanSino
ARG,2024-01-21,Moderna
ARG,2024-01-21,Oxford/AstraZeneca
ARG,2024-01-21,Pfizer/BioNTech
ARG,2024-01-21,Sinopharm/Beijing
ARG,2024-01-21,Sputnik V
ARG,2024-01-22,CanSino
ARG,2024-01-22,Moderna
ARG,2024-01-22,Oxford/AstraZeneca
ARG,2024-01-22,Pfizer/BioNTech
ARG,2024-01-22,Sinopharm/Beijing
ARG,2024-01-22,Sputnik V
ARG,2024-01-23,CanSino
ARG,2024-01-23,Moderna
ARG,2024-01-23,Oxford/AstraZeneca
ARG,2024-01-23,Pfizer/BioNTech
ARG,2024-01-23,Sinopharm/Beijing
ARG,2024-01-23,Sputnik V
ARG,2024-01-24,CanSino
ARG,2024-01-24,Moderna
ARG,2024-01-24,Oxford/AstraZeneca
ARG,2024-01-24,Pfizer/BioNTech
ARG,2024-01-24,Sinopharm/Beijing
ARG,2024-01-24,Sputnik V
ARG,2024-01-25,CanSino
ARG,2024-01-25,Moderna
ARG,2024-01-25,Oxford/AstraZeneca
ARG,2024-01-25,Pfizer/BioNTech
ARG,2024-01-25,Sinopharm/Beijing
ARG,2024-01-25,Sputnik V
ARG,2024-01-26,CanSino
ARG,2024-01-26,Moderna
ARG,2024-01-26,Oxford/AstraZeneca
ARG,2024-01-26,Pfizer/BioNTech
ARG,2024-01-26,Sinopharm/Beijing
ARG,2024-01-26,Sputnik V
ARG,2024-01-27,CanSino
ARG,2024-01-27,Moderna
ARG,2024-01-27,Oxford/AstraZeneca
ARG,2024-01-27,Pfizer/BioNTech
ARG,2024-01-27,Sinopharm/Beijing
ARG,2024-01-27,Sputnik V
AUS,2021-02-21,Pfizer/BioNTech
AUS,2021-02-22,Pfizer/BioNTech
AUS,2021-02-23,Pfizer/BioNTech
AUS,2021-02-24,Pfizer/BioNTech
AUS,2021-02-25,Pfizer/BioNTech
AUS,2021-02-26,Pfizer/BioNTech
AUS,2021-02-27,Pfizer/BioNTech
AUS,2021-02-28,Pfizer/BioNTech
AUS,2021-03-01,Pfizer/BioNTech
AUS,2021-03-02,Pfizer/BioNTech
AUS,2021-03-03,Pfizer/BioNTech
AUS,2021-03-04,Pfizer/BioNTech
AUS,2021-03-05,Pfizer/BioNTech
AUS,2021-03-06,Moderna
AUS,2021-03-06,Oxford/AstraZeneca
AUS,2021-03-06,Pfizer/BioNTech
AUS,2021-03-07,Moderna
AUS,2021-03-07,Oxford/AstraZeneca
AUS,2021-03-07,Pfizer/BioNTech
AUS,2021-03-08,Moderna
AUS,2021-03-08,Oxford/AstraZeneca
AUS,2021-03-08,Pfizer/BioNTech
AUS,2021-03-09,Moderna
AUS,2021-03-09,Oxford/AstraZeneca
AUS,2021-03-09,Pfizer/BioNTech
AUS,2021-03-10,Moderna
AUS,2021-03-10,Oxford/AstraZeneca
AUS,2021-03-10,Pfizer/BioNTech
AUS,2021-03-11,Moderna
AUS,2021-03-11,Oxford/AstraZeneca
AUS,2021-03-11,Pfizer/BioNTech
AUS,2021-03-12,Moderna
AUS,2021-03-12,Oxford/AstraZeneca
AUS,2021-03-12,Pfizer/BioNTech
AUS,2021-03-13,Moderna
AUS,2021-03-13,Oxford/AstraZeneca
AUS,2021-03-13,Pfizer/BioNTech
AUS,2021-03-14,Moderna
AUS,2021-03-14,Oxford/AstraZeneca
AUS,2021-03-14,Pfizer/BioNTech
AUS,2021-03-15,Moderna
AUS,2021-03-15,Oxford/AstraZeneca
AUS,2021-03-15,Pfizer/BioNTech
AUS,2021-03-16,Moderna
AUS,2021-03-16,Oxford/AstraZeneca
AUS,2021-03-16,Pfizer/BioNTech
AUS,2021-03-17,Moderna
AUS,2021-03-17,Oxford/AstraZeneca
AUS,2021-03-17,Pfizer/BioNTech
AUS,2021-03-18,Moderna
AUS,2021-03-18,Oxford/AstraZeneca
AUS,2021-03-18,Pfizer/BioNTech
AUS,2021-03-19,Moderna
AUS,2021-03-19,Oxford/AstraZeneca
AUS,2021-03-19,Pfizer/BioNTech
AUS,2021-03-20,Moderna
AUS,2021-03-20,Oxford/AstraZeneca
AUS,2021-03-20,Pfizer/BioNTech
AUS,2021-03-21,Moderna
AUS,2021-03-21,Oxford/AstraZeneca
AUS,2021-03-21,Pfizer/BioNTech
AUS,2021-03-22,Moderna
AUS,2021-03-22,Oxford/AstraZeneca
AUS,2021-03-22,Pfizer/BioNTech
AUS,2021-03-23,Moderna
AUS,2021-03-23,Oxford/AstraZeneca
AUS,2021-03-23,Pfizer/BioNTech
AUS,2021-03-24,Moderna
AUS,2021-03-24,Oxford/AstraZeneca
AUS,2021-03-24,Pfizer/BioNTech
AUS,2021-03-25,Moderna
AUS,2021-03-25,Oxford/AstraZeneca
AUS,2021-03-25,Pfizer/BioNTech
AUS,2021-03-26,Moderna
AUS,2021-03-26,Oxford/AstraZeneca
AUS,2021-03-26,Pfizer/BioNTech
AUS,2021-03-27,Moderna
AUS,2021-03-27,Oxford/AstraZeneca
AUS,2021-03-27,Pfizer/BioNTech
AUS,2021-03-28,Moderna
AUS,2021-03-28,Oxford/AstraZeneca
AUS,2021-03-28,Pfizer/BioNTech
AUS,2021-03-29,Moderna
AUS,2021-03-29,Oxford/AstraZeneca
AUS,2021-03-29,Pfizer/BioNTech
AUS,2021-03-30,Moderna
AUS,2021-03-30,Oxford/AstraZeneca
AUS,2021-03-30,Pfizer/BioNTech
AUS,2021-03-31,Moderna
AUS,2021-03-31,Oxford/AstraZeneca
AUS,2021-03-31,Pfizer/BioNTech
AUS,2021-04-01,Moderna
AUS,2021-04-01,Oxford/AstraZeneca
AUS,2021-04-01,Pfizer/BioNTech
AUS,2021-04-02,Moderna
AUS,2021-04-02,Oxford/AstraZeneca
AUS,2021-04-02,Pfizer/BioNTech
AUS,2021-04-03,Moderna
AUS,2021-04-03,Oxford/AstraZeneca
AUS,2021-04-03,Pfizer/BioNTech
AUS,2021-04-04,Moderna
AUS,2021-04-04,Oxford/AstraZeneca
AUS,2021-04-04,Pfizer/BioNTech
AUS,2021-04-05,Moderna
AUS,2021-04-05,Oxford/AstraZeneca
AUS,2021-04-05,Pfizer/BioNTech
AUS,2021-04-06,Moderna
AUS,2021-04-06,Oxford/AstraZeneca
AUS,2021-04-06,Pfizer/BioNTech
AUS,2021-04-07,Moderna
AUS,2021-04-07,Oxford/AstraZeneca
AUS,2021-04-07,Pfizer/BioNTech
AUS,2021-04-08,Moderna
AUS,2021-04-08,Oxford/AstraZeneca
AUS,2021-04-08,Pfizer/BioNTech
AUS,2021-04-09,Moderna
AUS,2021-04-09,Oxford/AstraZeneca
AUS,2021-04-09,Pfizer/BioNTech
AUS,2021-04-10,Moderna
AUS,2021-04-10,Oxford/AstraZeneca
AUS,2021-04-10,Pfizer/BioNTech
AUS,2021-04-11,Moderna
AUS,2021-04-11,Oxford/AstraZeneca
AUS,2021-04-11,Pfizer/BioNTech
AUS,2021-04-12,Moderna
AUS,2021-04-12,Oxford/AstraZeneca
AUS,2021-04-12,Pfizer/BioNTech
AUS,2021-04-13,Moderna
AUS,2021-04-13,Oxford/AstraZeneca
AUS,2021-04-13,Pfizer/BioNTech
AUS,2021-04-14,Moderna
AUS,2021-04-14,Oxford/AstraZeneca
AUS,2021-04-14,Pfizer/BioNTech
AUS,2021-04-15,Moderna
AUS,2021-04-15,Oxford/AstraZeneca
AUS,2021-04-15,Pfizer/BioNTech
AUS,2021-04-16,Moderna
AUS,2021-04-16,Oxford/AstraZeneca
AUS,2021-04-16,Pfizer/BioNTech
AUS,2021-04-17,Moderna
AUS,2021-04-17,Oxford/AstraZeneca
AUS,2021-04-17,Pfizer/BioNTech
AUS,2021-04-18,Moderna
AUS,2021-04-18,Oxford/AstraZeneca
AUS,2021-04-18,Pfizer/BioNTech
AUS,2021-04-19,Moderna
AUS,2021-04-19,Oxford/AstraZeneca
AUS,2021-04-19,Pfizer/BioNTech
AUS,2021-04-20,Moderna
AUS,2021-04-20,Oxford/AstraZeneca
AUS,2021-04-20,Pfizer/BioNTech
AUS,2021-04-21,Moderna
AUS,2021-04-21,Oxford/AstraZeneca
AUS,2021-04-21,Pfizer/BioNTech
AUS,2021-04-22,Moderna
AUS,2021-04-22,Oxford/AstraZeneca
AUS,2021-04-22,Pfizer/BioNTech
AUS,2021-04-23,Moderna
AUS,2021-04-23,Oxford/AstraZeneca
AUS,2021-04-23,Pfizer/BioNTech
AUS,2021-04-24,Moderna
AUS,2021-04-24,Oxford/AstraZeneca
AUS,2021-04-24,Pfizer/BioNTech
AUS,2021-04-25,Moderna
AUS,2021-04-25,Oxford/AstraZeneca
AUS,2021-04-25,Pfizer/BioNTech
AUS,2021-04-26,Moderna
AUS,2021-04-26,Oxford/AstraZeneca
AUS,2021-04-26,Pfizer/BioNTech
AUS,2021-04-27,Moderna
AUS,2021-04-27,Oxford/AstraZeneca
AUS,2021-04-27,Pfizer/BioNTech
AUS,2021-04-28,Moderna
AUS,2021-04-28,Oxford/AstraZeneca
AUS,2021-04-28,Pfizer/BioNTech
AUS,2021-04-29,Moderna
AUS,2021-04-29,Oxford/AstraZeneca
AUS,2021-04-29,Pfizer/BioNTech
AUS,2021-04-30,Moderna
AUS,2021-04-30,Oxford/AstraZeneca
AUS,2021-04-30,Pfizer/BioNTech
AUS,2021-05-01,Moderna
AUS,2021-05-01,Oxford/AstraZeneca
AUS,2021-05-01,Pfizer/BioNTech
AUS,2021-05-02,Moderna
AUS,2021-05-02,Oxford/AstraZeneca
AUS,2021-05-02,Pfizer/BioNTech
AUS,2021-05-03,Moderna
AUS,2021-05-03,Oxford/AstraZeneca
AUS,2021-05-03,Pfizer/BioNTech
AUS,2021-05-04,Moderna
AUS,2021-05-04,Oxford/AstraZeneca
AUS,2021-05-04,Pfizer/BioNTech
AUS,2021-05-05,Moderna
AUS,2021-05-05,Oxford/AstraZeneca
AUS,2021-05-05,Pfizer/BioNTech
AUS,2021-05-06,Moderna
AUS,2021-05-06,Oxford/AstraZeneca
AUS,2021-05-06,Pfizer/BioNTech
AUS,2021-05-07,Moderna
AUS,2021-05-07,Oxford/AstraZeneca
AUS,2021-05-07,Pfizer/BioNTech
AUS,2021-05-08,Moderna
AUS,2021-05-08,Oxford/AstraZeneca
AUS,2021-05-08,Pfizer/BioNTech
AUS,2021-05-09,Moderna
AUS,2021-05-09,Oxford/AstraZeneca
AUS,2021-05-09,Pfizer/BioNTech
AUS,2021-05-10,Moderna
AUS,2021-05-10,Oxford/AstraZeneca
AUS,2021-05-10,Pfizer/BioNTech
AUS,2021-05-11,Moderna
AUS,2021-05-11,Oxford/AstraZeneca
AUS,2021-05-11,Pfizer/BioNTech
AUS,2021-05-12,Moderna
AUS,2021-05-12,Oxford/AstraZeneca
AUS,2021-05-12,Pfizer/BioNTech
AUS,2021-05-13,Moderna
AUS,2021-05-13,Oxford/AstraZeneca
AUS,2021-05-13,Pfizer/BioNTech
AUS,2021-05-14,Moderna
AUS,2021-05-14,Oxford/AstraZeneca
AUS,2021-05-14,Pfizer/BioNTech
AUS,2021-05-15,Moderna
AUS,2021-05-15,Oxford/AstraZeneca
AUS,2021-05-15,Pfizer/BioNTech
AUS,2021-05-16,Moderna
AUS,2021-05-16,Oxford/AstraZeneca
AUS,2021-05-16,Pfizer/BioNTech
AUS,2021-05-17,Moderna
AUS,2021-05-17,Oxford/AstraZeneca
AUS,2021-05-17,Pfizer/BioNTech
AUS,2021-05-18,Moderna
AUS,2021-05-18,Oxford/AstraZeneca
AUS,2021-05-18,Pfizer/BioNTech
AUS,2021-05-19,Moderna
AUS,2021-05-19,Oxford/AstraZeneca
AUS,2021-05-19,Pfizer/BioNTech
AUS,2021-05-20,Moderna
AUS,2021-05-20,Oxford/AstraZeneca
AUS,2021-05-20,Pfizer/BioNTech
AUS,2021-05-21,Moderna
AUS,2021-05-21,Oxford/AstraZeneca
AUS,2021-05-21,Pfizer/BioNTech
AUS,2021-05-22,Moderna
AUS,2021-05-22,Oxford/AstraZeneca
AUS,2021-05-22,Pfizer/BioNTech
AUS,2021-05-23,Moderna
AUS,2021-05-23,Oxford/AstraZeneca
AUS,2021-05-23,Pfizer/BioNTech
AUS,2021-05-24,Moderna
AUS,2021-05-24,Oxford/AstraZeneca
AUS,2021-05-24,Pfizer/BioNTech
AUS,2021-05-25,Moderna
AUS,2021-05-25,Oxford/AstraZeneca
AUS,2021-05-25,Pfizer/BioNTech
AUS,2021-05-26,Moderna
AUS,2021-05-26,Oxford/AstraZeneca
AUS,2021-05-26,Pfizer/BioNTech
AUS,2021-05-27,Moderna
AUS,2021-05-27,Oxford/AstraZeneca
AUS,2021-05-27,Pfizer/BioNTech
AUS,2021-05-28,Moderna
AUS,2021-05-28,Oxford/AstraZeneca
AUS,2021-05-28,Pfizer/BioNTech
AUS,2021-05-29,Moderna
AUS,2021-05-29,Oxford/AstraZeneca
AUS,2021-05-29,Pfizer/BioNTech
AUS,2021-05-30,Moderna
AUS,2021-05-30,Oxford/AstraZeneca
AUS,2021-05-30,Pfizer/BioNTech
AUS,2021-05-31,Moderna
AUS,2021-05-31,Oxford/AstraZeneca
AUS,2021-05-31,Pfizer/BioNTech
AUS,2021-06-01,Moderna
AUS,2021-06-01,Oxford/AstraZeneca
AUS,2021-06-01,Pfizer/BioNTech
AUS,2021-06-02,Moderna
AUS,2021-06-02,Oxford/AstraZeneca
AUS,2021-06-02,Pfizer/BioNTech
AUS,2021-06-03,Moderna
AUS,2021-06-03,Oxford/AstraZeneca
AUS,2021-06-03,Pfizer/BioNTech
AUS,2021-06-04,Moderna
AUS,2021-06-04,Oxford/AstraZeneca
AUS,2021-06-04,Pfizer/BioNTech
AUS,2021-06-05,Moderna
AUS,2021-06-05,Oxford/AstraZeneca
AUS,2021-06-05,Pfizer/BioNTech
AUS,2021-06-06,Moderna
AUS,2021-06-06,Oxford/AstraZeneca
AUS,2021-06-06,Pfizer/BioNTech
AUS,2021-06-07,Moderna
AUS,2021-06-07,Oxford/AstraZeneca
AUS,2021-06-07,Pfizer/BioNTech
AUS,2021-06-08,Moderna
AUS,2021-06-08,Oxford/AstraZeneca
AUS,2021-06-08,Pfizer/BioNTech
AUS,2021-06-09,Moderna
AUS,2021-06-09,Oxford/AstraZeneca
AUS,2021-06-09,Pfizer/BioNTech
AUS,2021-06-10,Moderna
AUS,2021-06-10,Oxford/AstraZeneca
AUS,2021-06-10,Pfizer/BioNTech
AUS,2021-06-11,Moderna
AUS,2021-06-11,Oxford/AstraZeneca
AUS,2021-06-11,Pfizer/BioNTech
AUS,2021-06-12,Moderna
AUS,2021-06-12,Oxford/AstraZeneca
AUS,2021-06-12,Pfizer/BioNTech
AUS,2021-06-13,Moderna
AUS,2021-06-13,Oxford/AstraZeneca
AUS,2021-06-13,Pfizer/BioNTech
AUS,2021-06-14,Moderna
AUS,2021-06-14,Oxford/AstraZeneca
AUS,2021-06-14,Pfizer/BioNTech
AUS,2021-06-15,Moderna
AUS,2021-06-15,Oxford/AstraZeneca
AUS,2021-06-15,Pfizer/BioNTech
AUS,2021-06-16,Moderna
AUS,2021-06-16,Oxford/AstraZeneca
AUS,2021-06-16,Pfizer/BioNTech
AUS,2021-06-17,Moderna
AUS,2021-06-17,Oxford/AstraZeneca
AUS,2021-06-17,Pfizer/BioNTech
AUS,2021-06-18,Moderna
AUS,2021-06-18,Oxford/AstraZeneca
AUS,2021-06-18,Pfizer/BioNTech
AUS,2021-06-19,Moderna
AUS,2021-06-19,Oxford/AstraZeneca
AUS,2021-06-19,Pfizer/BioNTech
AUS,2021-06-20,Moderna
AUS,2021-06-20,Oxford/AstraZeneca
AUS,2021-06-20,Pfizer/BioNTech
AUS,2021-06-21,Moderna
AUS,2021-06-21,Oxford/AstraZeneca
AUS,2021-06-21,Pfizer/BioNTech
AUS,2021-06-22,Moderna
AUS,2021-06-22,Oxford/AstraZeneca
AUS,2021-06-22,Pfizer/BioNTech
AUS,2021-06-23,Moderna
AUS,2021-06-23,Oxford/AstraZeneca
AUS,2021-06-23,Pfizer/BioNTech
AUS,2021-06-24,Moderna
AUS,2021-06-24,Oxford/AstraZeneca
AUS,2021-06-24,Pfizer/BioNTech
AUS,2021-06-25,Moderna
AUS,2021-06-25,Oxford/AstraZeneca
AUS,2021-06-25,Pfizer/BioNTech
AUS,2021-06-26,Moderna
AUS,2021-06-26,Oxford/AstraZeneca
AUS,2021-06-26,Pfizer/BioNTech
AUS,2021-06-27,Moderna
AUS,2021-06-27,Oxford/AstraZeneca
AUS,2021-06-27,Pfizer/BioNTech
AUS,2021-06-28,Moderna
AUS,2021-06-28,Oxford/AstraZeneca
AUS,2021-06-28,Pfizer/BioNTech
AUS,2021-06-29,Moderna
AUS,2021-06-29,Oxford/AstraZeneca
AUS,2021-06-29,Pfizer/BioNTech
AUS,2021-06-30,Moderna
AUS,2021-06-30,Oxford/AstraZeneca
AUS,2021-06-30,Pfizer/BioNTech
AUS,2021-07-01,Moderna
AUS,2021-07-01,Oxford/AstraZeneca
AUS,2021-07-01,Pfizer/BioNTech
AUS,2021-07-02,Moderna
AUS,2021-07-02,Oxford/AstraZeneca
AUS,2021-07-02,Pfizer/BioNTech
AUS,2021-07-03,Moderna
AUS,2021-07-03,Oxford/AstraZeneca
AUS,2021-07-03,Pfizer/BioNTech
AUS,2021-07-04,Moderna
AUS,2021-07-04,Oxford/AstraZeneca
AUS,2021-07-04,Pfizer/BioNTech
AUS,2021-07-05,Moderna
AUS,2021-07-05,Oxford/AstraZeneca
AUS,2021-07-05,Pfizer/BioNTech
AUS,2021-07-06,Moderna
AUS,2021-07-06,Oxford/AstraZeneca
AUS,2021-07-06,Pfizer/BioNTech
AUS,2021-07-07,Moderna
AUS,2021-07-07,Oxford/AstraZeneca
AUS,2021-07-07,Pfizer/BioNTech
AUS,2021-07-08,Moderna
AUS,2021-07-08,Oxford/AstraZeneca
AUS,2021-07-08,Pfizer/BioNTech
AUS,2021-07-09,Moderna
AUS,2021-07-09,Oxford/AstraZeneca
AUS,2021-07-09,Pfizer/BioNTech
AUS,2021-07-10,Moderna
AUS,2021-07-10,Oxford/AstraZeneca
AUS,2021-07-10,Pfizer/BioNTech
AUS,2021-07-11,Moderna
AUS,2021-07-11,Oxford/AstraZeneca
AUS,2021-07-11,Pfizer/BioNTech
AUS,2021-07-12,Moderna
AUS,2021-07-12,Oxford/AstraZeneca
AUS,2021-07-12,Pfizer/BioNTech
AUS,2021-07-13,Moderna
AUS,2021-07-13,Oxford/AstraZeneca
AUS,2021-07-13,Pfizer/BioNTech
AUS,2021-07-14,Moderna
AUS,2021-07-14,Oxford/AstraZeneca
AUS,2021-07-14,Pfizer/BioNTech
AUS,2021-07-15,Moderna
AUS,2021-07-15,Oxford/AstraZeneca
AUS,2021-07-15,Pfizer/BioNTech
AUS,2021-07-16,Moderna
AUS,2021-07-16,Oxford/AstraZeneca
AUS,2021-07-16,Pfizer/BioNTech
AUS,2021-07-17,Moderna
AUS,2021-07-17,Oxford/AstraZeneca
AUS,2021-07-17,Pfizer/BioNTech
AUS,2021-07-18,Moderna
AUS,2021-07-18,Oxford/AstraZeneca
AUS,2021-07-18,Pfizer/BioNTech
AUS,2021-07-19,Moderna
AUS,2021-07-19,Oxford/AstraZeneca
AUS,2021-07-19,Pfizer/BioNTech
AUS,2021-07-20,Moderna
AUS,2021-07-20,Oxford/AstraZeneca
AUS,2021-07-20,Pfizer/BioNTech
AUS,2021-07-21,Moderna
AUS,2021-07-21,Oxford/AstraZeneca
AUS,2021-07-21,Pfizer/BioNTech
AUS,2021-07-22,Moderna
AUS,2021-07-22,Oxford/AstraZeneca
AUS,2021-07-22,Pfizer/BioNTech
AUS,2021-07-23,Moderna
AUS,2021-07-23,Oxford/AstraZeneca
AUS,2021-07-23,Pfizer/BioNTech
AUS,2021-07-24,Moderna
AUS,2021-07-24,Oxford/AstraZeneca
AUS,2021-07-24,Pfizer/BioNTech
AUS,2021-07-25,Moderna
AUS,2021-07-25,Oxford/AstraZeneca
AUS,2021-07-25,Pfizer/BioNTech
AUS,2021-07-26,Moderna
AUS,2021-07-26,Oxford/AstraZeneca
AUS,2021-07-26,Pfizer/BioNTech
AUS,2021-07-27,Moderna
AUS,2021-07-27,Oxford/AstraZeneca
