isoCode,date,vaccineName
GRC,2021-09-15,Moderna
GRC,2021-09-15,Oxford/AstraZeneca
GRC,2021-09-15,Pfizer/BioNTech
GRC,2021-09-16,Johnson&Johnson
GRC,2021-09-16,Moderna
GRC,2021-09-16,Oxford/AstraZeneca
GRC,2021-09-16,Pfizer/BioNTech
GRC,2021-09-17,Johnson&Johnson
GRC,2021-09-17,Moderna
GRC,2021-09-17,Oxford/AstraZeneca
GRC,2021-09-17,Pfizer/BioNTech
GRC,2021-09-18,Johnson&Johnson
GRC,2021-09-18,Moderna
GRC,2021-09-18,Oxford/AstraZeneca
GRC,2021-09-18,Pfizer/BioNTech
GRC,2021-09-19,Johnson&Johnson
GRC,2021-09-19,Moderna
GRC,2021-09-19,Oxford/AstraZeneca
GRC,2021-09-19,Pfizer/BioNTech
GRC,2021-09-20,Johnson&Johnson
GRC,2021-09-20,Moderna
GRC,2021-09-20,Oxford/AstraZeneca
GRC,2021-09-20,Pfizer/BioNTech
GRC,2021-09-21,Johnson&Johnson
GRC,2021-09-21,Moderna
GRC,2021-09-21,Oxford/AstraZeneca
GRC,2021-09-21,Pfizer/BioNTech
GRC,2021-09-22,Johnson&Johnson
GRC,2021-09-22,Moderna
GRC,2021-09-22,Oxford/AstraZeneca
GRC,2021-09-22,Pfizer/BioNTech
GRC,2021-09-23,Johnson&Johnson
GRC,2021-09-23,Moderna
GRC,2021-09-23,Oxford/AstraZeneca
GRC,2021-09-23,Pfizer/BioNTech
GRC,2021-09-24,Johnson&Johnson
GRC,2021-09-24,Moderna
GRC,2021-09-24,Oxford/AstraZeneca
GRC,2021-09-24,Pfizer/BioNTech
GRC,2021-09-25,Johnson&Johnson
GRC,2021-09-25,Moderna
GRC,2021-09-25,Oxford/AstraZeneca
GRC,2021-09-25,Pfizer/BioNTech
GRC,2021-09-26,Johnson&Johnson
GRC,2021-09-26,Moderna
GRC,2021-09-26,Oxford/AstraZeneca
GRC,2021-09-26,Pfizer/BioNTech
GRC,2021-09-27,Johnson&Johnson
GRC,2021-09-27,Moderna
GRC,2021-09-27,Oxford/AstraZeneca
GRC,2021-09-27,Pfizer/BioNTech
GRC,2021-09-28,Johnson&Johnson
GRC,2021-09-28,Moderna
GRC,2021-09-28,Oxford/AstraZeneca
GRC,2021-09-28,Pfizer/BioNTech
GRC,2021-09-29,Johnson&Johnson
GRC,2021-09-29,Moderna
GRC,2021-09-29,Oxford/AstraZeneca
GRC,2021-09-29,Pfizer/BioNTech
GRC,2021-09-30,Johnson&Johnson
GRC,2021-09-30,Moderna
GRC,2021-09-30,Oxford/AstraZeneca
GRC,2021-09-30,Pfizer/BioNTech
GRC,2021-10-01,Johnson&Johnson
GRC,2021-10-01,Moderna
GRC,2021-10-01,Oxford/AstraZeneca
GRC,2021-10-01,Pfizer/BioNTech
GRC,2021-10-02,Johnson&Johnson
GRC,2021-10-02,Moderna
GRC,2021-10-02,Oxford/AstraZeneca
GRC,2021-10-02,Pfizer/BioNTech
GRC,2021-10-03,Johnson&Johnson
GRC,2021-10-03,Moderna
GRC,2021-10-03,Oxford/AstraZeneca
GRC,2021-10-03,Pfizer/BioNTech
GRC,2021-10-04,Johnson&Johnson
GRC,2021-10-04,Moderna
GRC,2021-10-04,Oxford/AstraZeneca
GRC,2021-10-04,Pfizer/BioNTech
GRC,2021-10-05,Johnson&Johnson
GRC,2021-10-05,Moderna
GRC,2021-10-05,Oxford/AstraZeneca
GRC,2021-10-05,Pfizer/BioNTech
GRC,2021-10-06,Johnson&Johnson
GRC,2021-10-06,Moderna
GRC,2021-10-06,Oxford/AstraZeneca
GRC,2021-10-06,Pfizer/BioNTech
GRC,2021-10-07,Johnson&Johnson
GRC,2021-10-07,Moderna
GRC,2021-10-07,Oxford/AstraZeneca
GRC,2021-10-07,Pfizer/BioNTech
GRC,2021-10-08,Johnson&Johnson
GRC,2021-10-08,Moderna
GRC,2021-10-08,Oxford/AstraZeneca
GRC,2021-10-08,Pfizer/BioNTech
GRC,2021-10-09,Johnson&Johnson
GRC,2021-10-09,Moderna
GRC,2021-10-09,Oxford/AstraZeneca
GRC,2021-10-09,Pfizer/BioNTech
GRC,2021-10-10,Johnson&Johnson
GRC,2021-10-10,Moderna
GRC,2021-10-10,Oxford/AstraZeneca
GRC,2021-10-10,Pfizer/BioNTech
GRC,2021-10-11,Johnson&Johnson
GRC,2021-10-11,Moderna
GRC,2021-10-11,Oxford/AstraZeneca
GRC,2021-10-11,Pfizer/BioNTech
GRC,2021-10-12,Johnson&Johnson
GRC,2021-10-12,Moderna
GRC,2021-10-12,Oxford/AstraZeneca
GRC,2021-10-12,Pfizer/BioNTech
GRC,2021-10-13,Johnson&Johnson
GRC,2021-10-13,Moderna
GRC,2021-10-13,Oxford/AstraZeneca
GRC,2021-10-13,Pfizer/BioNTech
GRC,2021-10-14,Johnson&Johnson
GRC,2021-10-14,Moderna
GRC,2021-10-14,Oxford/AstraZeneca
GRC,2021-10-14,Pfizer/BioNTech
GRC,2021-10-15,Johnson&Johnson
GRC,2021-10-15,Moderna
GRC,2021-10-15,Oxford/AstraZeneca
GRC,2021-10-15,Pfizer/BioNTech
GRC,2021-10-16,Johnson&Johnson
GRC,2021-10-16,Moderna
GRC,2021-10-16,Oxford/AstraZeneca
GRC,2021-10-16,Pfizer/BioNTech
GRC,2021-10-17,Johnson&Johnson
GRC,2021-10-17,Moderna
GRC,2021-10-17,Oxford/AstraZeneca
GRC,2021-10-17,Pfizer/BioNTech
GRC,2021-10-18,Johnson&Johnson
GRC,2021-10-18,Moderna
GRC,2021-10-18,Oxford/AstraZeneca
GRC,2021-10-18,Pfizer/BioNTech
GRC,2021-10-19,Johnson&Johnson
GRC,2021-10-19,Moderna
GRC,2021-10-19,Oxford/AstraZeneca
GRC,2021-10-19,Pfizer/BioNTech
GRC,2021-10-20,Johnson&Johnson
GRC,2021-10-20,Moderna
GRC,2021-10-20,Oxford/AstraZeneca
GRC,2021-10-20,Pfizer/BioNTech
GRC,2021-10-21,Johnson&Johnson
GRC,2021-10-21,Moderna
GRC,2021-10-21,Oxford/AstraZeneca
GRC,2021-10-21,Pfizer/BioNTech
GRC,2021-10-22,Johnson&Johnson
GRC,2021-10-22,Moderna
GRC,2021-10-22,Oxford/AstraZeneca
GRC,2021-10-22,Pfizer/BioNTech
GRC,2021-10-23,Johnson&Johnson
GRC,2021-10-23,Moderna
GRC,2021-10-23,Oxford/AstraZeneca
GRC,2021-10-23,Pfizer/BioNTech
GRC,2021-10-24,Johnson&Johnson
GRC,2021-10-24,Moderna
GRC,2021-10-24,Oxford/AstraZeneca
GRC,2021-10-24,Pfizer/BioNTech
GRC,2021-10-25,Johnson&Johnson
GRC,2021-10-25,Moderna
GRC,2021-10-25,Oxford/AstraZeneca
GRC,2021-10-25,Pfizer/BioNTech
GRC,2021-10-26,Johnson&Johnson
GRC,2021-10-26,Moderna
GRC,2021-10-26,Oxford/AstraZeneca
GRC,2021-10-26,Pfizer/BioNTech
GRC,2021-10-27,Johnson&Johnson
GRC,2021-10-27,Moderna
GRC,2021-10-27,Oxford/AstraZeneca
GRC,2021-10-27,Pfizer/BioNTech
GRC,2021-10-28,Johnson&Johnson
GRC,2021-10-28,Moderna
GRC,2021-10-28,Oxford/AstraZeneca
GRC,2021-10-28,Pfizer/BioNTech
GRC,2021-10-29,Johnson&Johnson
GRC,2021-10-29,Moderna
GRC,2021-10-29,Oxford/AstraZeneca
GRC,2021-10-29,Pfizer/BioNTech
GRC,2021-10-30,Johnson&Johnson
GRC,2021-10-30,Moderna
GRC,2021-10-30,Oxford/AstraZeneca
GRC,2021-10-30,Pfizer/BioNTech
GRC,2021-10-31,Johnson&Johnson
GRC,2021-10-31,Moderna
GRC,2021-10-31,Oxford/AstraZeneca
GRC,2021-10-31,Pfizer/BioNTech
GRC,2021-11-01,Johnson&Johnson
GRC,2021-11-01,Moderna
GRC,2021-11-01,Oxford/AstraZeneca
GRC,2021-11-01,Pfizer/BioNTech
GRC,2021-11-02,Johnson&Johnson
GRC,2021-11-02,Moderna
GRC,2021-11-02,Oxford/AstraZeneca
GRC,2021-11-02,Pfizer/BioNTech
GRC,2021-11-03,Johnson&Johnson
GRC,2021-11-03,Moderna
GRC,2021-11-03,Oxford/AstraZeneca
GRC,2021-11-03,Pfizer/BioNTech
GRC,2021-11-04,Johnson&Johnson
GRC,2021-11-04,Moderna
GRC,2021-11-04,Oxford/AstraZeneca
GRC,2021-11-04,Pfizer/BioNTech
GRC,2021-11-05,Johnson&Johnson
GRC,2021-11-05,Moderna
GRC,2021-11-05,Oxford/AstraZeneca
GRC,2021-11-05,Pfizer/BioNTech
GRC,2021-11-06,Johnson&Johnson
GRC,2021-11-06,Moderna
GRC,2021-11-06,Oxford/AstraZeneca
GRC,2021-11-06,Pfizer/BioNTech
GRC,2021-11-07,Johnson&Johnson
GRC,2021-11-07,Moderna
GRC,2021-11-07,Oxford/AstraZeneca
GRC,2021-11-07,Pfizer/BioNTech
GRC,2021-11-08,Johnson&Johnson
GRC,2021-11-08,Moderna
GRC,2021-11-08,Oxford/AstraZeneca
GRC,2021-11-08,Pfizer/BioNTech
GRC,2021-11-09,Johnson&Johnson
GRC,2021-11-09,Moderna
GRC,2021-11-09,Oxford/AstraZeneca
GRC,2021-11-09,Pfizer/BioNTech
GRC,2021-11-10,Johnson&Johnson
GRC,2021-11-10,Moderna
GRC,2021-11-10,Oxford/AstraZeneca
GRC,2021-11-10,Pfizer/BioNTech
GRC,2021-11-11,Johnson&Johnson
GRC,2021-11-11,Moderna
GRC,2021-11-11,Oxford/AstraZeneca
GRC,2021-11-11,Pfizer/BioNTech
GRC,2021-11-12,Johnson&Johnson
GRC,2021-11-12,Moderna
GRC,2021-11-12,Oxford/AstraZeneca
GRC,2021-11-12,Pfizer/BioNTech
GRC,2021-11-13,Johnson&Johnson
GRC,2021-11-13,Moderna
GRC,2021-11-13,Oxford/AstraZeneca
GRC,2021-11-13,Pfizer/BioNTech
GRC,2021-11-14,Johnson&Johnson
GRC,2021-11-14,Moderna
GRC,2021-11-14,Oxford/AstraZeneca
GRC,2021-11-14,Pfizer/BioNTech
GRC,2021-11-15,Johnson&Johnson
GRC,2021-11-15,Moderna
GRC,2021-11-15,Oxford/AstraZeneca
GRC,2021-11-15,Pfizer/BioNTech
GRC,2021-11-16,Johnson&Johnson
GRC,2021-11-16,Moderna
GRC,2021-11-16,Oxford/AstraZeneca
GRC,2021-11-16,Pfizer/BioNTech
GRC,2021-11-17,Johnson&Johnson
GRC,2021-11-17,Moderna
GRC,2021-11-17,Oxford/AstraZeneca
GRC,2021-11-17,Pfizer/BioNTech
GRC,2021-11-18,Johnson&Johnson
GRC,2021-11-18,Moderna
GRC,2021-11-18,Oxford/AstraZeneca
GRC,2021-11-18,Pfizer/BioNTech
GRC,2021-11-19,Johnson&Johnson
GRC,2021-11-19,Moderna
GRC,2021-11-19,Oxford/AstraZeneca
GRC,2021-11-19,Pfizer/BioNTech
GRC,2021-11-20,Johnson&Johnson
GRC,2021-11-20,Moderna
GRC,2021-11-20,Oxford/AstraZeneca
GRC,2021-11-20,Pfizer/BioNTech
GRC,2021-11-21,Johnson&Johnson
GRC,2021-11-21,Moderna
GRC,2021-11-21,Oxford/AstraZeneca
GRC,2021-11-21,Pfizer/BioNTech
GRC,2021-11-22,Johnson&Johnson
GRC,2021-11-22,Moderna
GRC,2021-11-22,Oxford/AstraZeneca
GRC,2021-11-22,Pfizer/BioNTech
GRC,2021-11-23,Johnson&Johnson
GRC,2021-11-23,Moderna
GRC,2021-11-23,Oxford/AstraZeneca
GRC,2021-11-23,Pfizer/BioNTech
GRC,2021-11-24,Johnson&Johnson
GRC,2021-11-24,Moderna
GRC,2021-11-24,Oxford/AstraZeneca
GRC,2021-11-24,Pfizer/BioNTech
GRC,2021-11-25,Johnson&Johnson
GRC,2021-11-25,Moderna
GRC,2021-11-25,Oxford/AstraZeneca
GRC,2021-11-25,Pfizer/BioNTech
GRC,2021-11-26,Johnson&Johnson
GRC,2021-11-26,Moderna
GRC,2021-11-26,Oxford/AstraZeneca
GRC,2021-11-26,Pfizer/BioNTech
GRC,2021-11-27,Johnson&Johnson
GRC,2021-11-27,Moderna
GRC,2021-11-27,Oxford/AstraZeneca
GRC,2021-11-27,Pfizer/BioNTech
GRC,2021-11-28,Johnson&Johnson
GRC,2021-11-28,Moderna
GRC,2021-11-28,Oxford/AstraZeneca
GRC,2021-11-28,Pfizer/BioNTech
GRC,2021-11-29,Johnson&Johnson
GRC,2021-11-29,Moderna
GRC,2021-11-29,Oxford/AstraZeneca
GRC,2021-11-29,Pfizer/BioNTech
GRC,2021-11-30,Johnson&Johnson
GRC,2021-11-30,Moderna
GRC,2021-11-30,Oxford/AstraZeneca
GRC,2021-11-30,Pfizer/BioNTech
GRC,2021-12-01,Johnson&Johnson
GRC,2021-12-01,Moderna
GRC,2021-12-01,Oxford/AstraZeneca
GRC,2021-12-01,Pfizer/BioNTech
GRC,2021-12-02,Johnson&Johnson
GRC,2021-12-02,Moderna
GRC,2021-12-02,Oxford/AstraZeneca
GRC,2021-12-02,Pfizer/BioNTech
GRC,2021-12-03,Johnson&Johnson
GRC,2021-12-03,Moderna
GRC,2021-12-03,Oxford/AstraZeneca
GRC,2021-12-03,Pfizer/BioNTech
GRC,2021-12-04,Johnson&Johnson
GRC,2021-12-04,Moderna
GRC,2021-12-04,Oxford/AstraZeneca
GRC,2021-12-04,Pfizer/BioNTech
GRC,2021-12-05,Johnson&Johnson
GRC,2021-12-05,Moderna
GRC,2021-12-05,Oxford/AstraZeneca
GRC,2021-12-05,Pfizer/BioNTech
GRC,2021-12-06,Johnson&Johnson
GRC,2021-12-06,Moderna
GRC,2021-12-06,Oxford/AstraZeneca
GRC,2021-12-06,Pfizer/BioNTech
GRC,2021-12-07,Johnson&Johnson
GRC,2021-12-07,Moderna
GRC,2021-12-07,Oxford/AstraZeneca
GRC,2021-12-07,Pfizer/BioNTech
GRC,2021-12-08,Johnson&Johnson
GRC,2021-12-08,Moderna
GRC,2021-12-08,Oxford/AstraZeneca
GRC,2021-12-08,Pfizer/BioNTech
GRC,2021-12-09,Johnson&Johnson
GRC,2021-12-09,Moderna
GRC,2021-12-09,Oxford/AstraZeneca
GRC,2021-12-09,Pfizer/BioNTech
GRC,2021-12-10,Johnson&Johnson
GRC,2021-12-10,Moderna
GRC,2021-12-10,Oxford/AstraZeneca
GRC,2021-12-10,Pfizer/BioNTech
GRC,2021-12-11,Johnson&Johnson
GRC,2021-12-11,Moderna
GRC,2021-12-11,Oxford/AstraZeneca
GRC,2021-12-11,Pfizer/BioNTech
GRC,2021-12-12,Johnson&Johnson
GRC,2021-12-12,Moderna
GRC,2021-12-12,Oxford/AstraZeneca
GRC,2021-12-12,Pfizer/BioNTech
GRC,2021-12-13,Johnson&Johnson
GRC,2021-12-13,Moderna
GRC,2021-12-13,Oxford/AstraZeneca
GRC,2021-12-13,Pfizer/BioNTech
GRC,2021-12-14,Johnson&Johnson
GRC,2021-12-14,Moderna
GRC,2021-12-14,Oxford/AstraZeneca
GRC,2021-12-14,Pfizer/BioNTech
GRC,2021-12-15,Johnson&Johnson
GRC,2021-12-15,Moderna
GRC,2021-12-15,Oxford/AstraZeneca
GRC,2021-12-15,Pfizer/BioNTech
GRC,2021-12-16,Johnson&Johnson
GRC,2021-12-16,Moderna
GRC,2021-12-16,Oxford/AstraZeneca
GRC,2021-12-16,Pfizer/BioNTech
GRC,2021-12-17,Johnson&Johnson
GRC,2021-12-17,Moderna
GRC,2021-12-17,Oxford/AstraZeneca
GRC,2021-12-17,Pfizer/BioNTech
GRC,2021-12-18,Johnson&Johnson
GRC,2021-12-18,Moderna
GRC,2021-12-18,Oxford/AstraZeneca
GRC,2021-12-18,Pfizer/BioNTech
GRC,2021-12-19,Johnson&Johnson
GRC,2021-12-19,Moderna
GRC,2021-12-19,Oxford/AstraZeneca
GRC,2021-12-19,Pfizer/BioNTech
GRC,2021-12-20,Johnson&Johnson
GRC,2021-12-20,Moderna
GRC,2021-12-20,Oxford/AstraZeneca
GRC,2021-12-20,Pfizer/BioNTech
GRC,2021-12-21,Johnson&Johnson
GRC,2021-12-21,Moderna
GRC,2021-12-21,Oxford/AstraZeneca
GRC,2021-12-21,Pfizer/BioNTech
GRC,2021-12-22,Johnson&Johnson
GRC,2021-12-22,Moderna
GRC,2021-12-22,Oxford/AstraZeneca
GRC,2021-12-22,Pfizer/BioNTech
GRC,2021-12-23,Johnson&Johnson
GRC,2021-12-23,Moderna
GRC,2021-12-23,Oxford/AstraZeneca
GRC,2021-12-23,Pfizer/BioNTech
GRC,2021-12-24,Johnson&Johnson
GRC,2021-12-24,Moderna
GRC,2021-12-24,Oxford/AstraZeneca
GRC,2021-12-24,Pfizer/BioNTech
GRC,2021-12-25,Johnson&Johnson
GRC,2021-12-25,Moderna
GRC,2021-12-25,Oxford/AstraZeneca
GRC,2021-12-25,Pfizer/BioNTech
GRC,2021-12-26,Johnson&Johnson
GRC,2021-12-26,Moderna
GRC,2021-12-26,Oxford/AstraZeneca
GRC,2021-12-26,Pfizer/BioNTech
GRC,2021-12-27,Johnson&Johnson
GRC,2021-12-27,Moderna
GRC,2021-12-27,Oxford/AstraZeneca
GRC,2021-12-27,Pfizer/BioNTech
GRC,2021-12-28,Johnson&Johnson
GRC,2021-12-28,Moderna
GRC,2021-12-28,Oxford/AstraZeneca
GRC,2021-12-28,Pfizer/BioNTech
GRC,2021-12-29,Johnson&Johnson
GRC,2021-12-29,Moderna
GRC,2021-12-29,Oxford/AstraZeneca
GRC,2021-12-29,Pfizer/BioNTech
GRC,2021-12-30,Johnson&Johnson
GRC,2021-12-30,Moderna
GRC,2021-12-30,Oxford/AstraZeneca
GRC,2021-12-30,Pfizer/BioNTech
GRC,2021-12-31,Johnson&Johnson
GRC,2021-12-31,Moderna
GRC,2021-12-31,Oxford/AstraZeneca
GRC,2021-12-31,Pfizer/BioNTech
GRC,2022-01-01,Johnson&Johnson
GRC,2022-01-01,Moderna
GRC,2022-01-01,Oxford/AstraZeneca
GRC,2022-01-01,Pfizer/BioNTech
GRC,2022-01-02,Johnson&Johnson
GRC,2022-01-02,Moderna
GRC,2022-01-02,Oxford/AstraZeneca
GRC,2022-01-02,Pfizer/BioNTech
GRC,2022-01-03,Johnson&Johnson
GRC,2022-01-03,Moderna
GRC,2022-01-03,Oxford/AstraZeneca
GRC,2022-01-03,Pfizer/BioNTech
GRC,2022-01-04,Johnson&Johnson
GRC,2022-01-04,Moderna
GRC,2022-01-04,Oxford/AstraZeneca
GRC,2022-01-04,Pfizer/BioNTech
GRC,2022-01-05,Johnson&Johnson
GRC,2022-01-05,Moderna
GRC,2022-01-05,Oxford/AstraZeneca
GRC,2022-01-05,Pfizer/BioNTech
GRC,2022-01-06,Johnson&Johnson
GRC,2022-01-06,Moderna
GRC,2022-01-06,Oxford/AstraZeneca
GRC,2022-01-06,Pfizer/BioNTech
GRC,2022-01-07,Johnson&Johnson
GRC,2022-01-07,Moderna
GRC,2022-01-07,Oxford/AstraZeneca
GRC,2022-01-07,Pfizer/BioNTech
GRC,2022-01-08,Johnson&Johnson
GRC,2022-01-08,Moderna
GRC,2022-01-08,Oxford/AstraZeneca
GRC,2022-01-08,Pfizer/BioNTech
GRC,2022-01-09,Johnson&Johnson
GRC,2022-01-09,Moderna
GRC,2022-01-09,Oxford/AstraZeneca
GRC,2022-01-09,Pfizer/BioNTech
GRC,2022-01-10,Johnson&Johnson
GRC,2022-01-10,Moderna
GRC,2022-01-10,Oxford/AstraZeneca
GRC,2022-01-10,Pfizer/BioNTech
GRC,2022-01-11,Johnson&Johnson
GRC,2022-01-11,Moderna
GRC,2022-01-11,Oxford/AstraZeneca
GRC,2022-01-11,Pfizer/BioNTech
GRC,2022-01-12,Johnson&Johnson
GRC,2022-01-12,Moderna
GRC,2022-01-12,Oxford/AstraZeneca
GRC,2022-01-12,Pfizer/BioNTech
GRC,2022-01-13,Johnson&Johnson
GRC,2022-01-13,Moderna
GRC,2022-01-13,Oxford/AstraZeneca
GRC,2022-01-13,Pfizer/BioNTech
GRC,2022-01-14,Johnson&Johnson
GRC,2022-01-14,Moderna
GRC,2022-01-14,Oxford/AstraZeneca
GRC,2022-01-14,Pfizer/BioNTech
GRC,2022-01-15,Johnson&Johnson
GRC,2022-01-15,Moderna
GRC,2022-01-15,Oxford/AstraZeneca
GRC,2022-01-15,Pfizer/BioNTech
GRC,2022-01-16,Johnson&Johnson
GRC,2022-01-16,Moderna
GRC,2022-01-16,Oxford/AstraZeneca
GRC,2022-01-16,Pfizer/BioNTech
GRC,2022-01-17,Johnson&Johnson
GRC,2022-01-17,Moderna
GRC,2022-01-17,Oxford/AstraZeneca
GRC,2022-01-17,Pfizer/BioNTech
GRC,2022-01-18,Johnson&Johnson
GRC,2022-01-18,Moderna
GRC,2022-01-18,Oxford/AstraZeneca
GRC,2022-01-18,Pfizer/BioNTech
GRC,2022-01-19,Johnson&Johnson
GRC,2022-01-19,Moderna
GRC,2022-01-19,Oxford/AstraZeneca
GRC,2022-01-19,Pfizer/BioNTech
GRC,2022-01-20,Johnson&Johnson
GRC,2022-01-20,Moderna
GRC,2022-01-20,Oxford/AstraZeneca
GRC,2022-01-20,Pfizer/BioNTech
GRC,2022-01-21,Johnson&Johnson
GRC,2022-01-21,Moderna
GRC,2022-01-21,Oxford/AstraZeneca
GRC,2022-01-21,Pfizer/BioNTech
GRC,2022-01-22,Johnson&Johnson
GRC,2022-01-22,Moderna
GRC,2022-01-22,Oxford/AstraZeneca
GRC,2022-01-22,Pfizer/BioNTech
GRC,2022-01-23,Johnson&Johnson
GRC,2022-01-23,Moderna
GRC,2022-01-23,Oxford/AstraZeneca
GRC,2022-01-23,Pfizer/BioNTech
GRC,2022-01-24,Johnson&Johnson
GRC,2022-01-24,Moderna
GRC,2022-01-24,Oxford/AstraZeneca
GRC,2022-01-24,Pfizer/BioNTech
GRC,2022-01-25,Johnson&Johnson
GRC,2022-01-25,Moderna
GRC,2022-01-25,Oxford/AstraZeneca
GRC,2022-01-25,Pfizer/BioNTech
GRC,2022-01-26,Johnson&Johnson
GRC,2022-01-26,Moderna
GRC,2022-01-26,Oxford/AstraZeneca
GRC,2022-01-26,Pfizer/BioNTech
GRC,2022-01-27,Johnson&Johnson
GRC,2022-01-27,Moderna
GRC,2022-01-27,Oxford/AstraZeneca
GRC,2022-01-27,Pfizer/BioNTech
GRC,2022-01-28,Johnson&Johnson
GRC,2022-01-28,Moderna
GRC,2022-01-28,Oxford/AstraZeneca
GRC,2022-01-28,Pfizer/BioNTech
GRC,2022-01-29,Johnson&Johnson
GRC,2022-01-29,Moderna
GRC,2022-01-29,Oxford/AstraZeneca
GRC,2022-01-29,Pfizer/BioNTech
GRC,2022-01-30,Johnson&Johnson
GRC,2022-01-30,Moderna
GRC,2022-01-30,Oxford/AstraZeneca
GRC,2022-01-30,Pfizer/BioNTech
GRC,2022-01-31,Johnson&Johnson
GRC,2022-01-31,Moderna
GRC,2022-01-31,Oxford/AstraZeneca
GRC,2022-01-31,Pfizer/BioNTech
GRC,2022-02-01,Johnson&Johnson
GRC,2022-02-01,Moderna
GRC,2022-02-01,Oxford/AstraZeneca
GRC,2022-02-01,Pfizer/BioNTech
GRC,2022-02-02,Johnson&Johnson
GRC,2022-02-02,Moderna
GRC,2022-02-02,Oxford/AstraZeneca
GRC,2022-02-02,Pfizer/BioNTech
GRC,2022-02-03,Johnson&Johnson
GRC,2022-02-03,Moderna
GRC,2022-02-03,Oxford/AstraZeneca
GRC,2022-02-03,Pfizer/BioNTech
GRC,2022-02-04,Johnson&Johnson
GRC,2022-02-04,Moderna
GRC,2022-02-04,Oxford/AstraZeneca
GRC,2022-02-04,Pfizer/BioNTech
GRC,2022-02-05,Johnson&Johnson
GRC,2022-02-05,Moderna
GRC,2022-02-05,Oxford/AstraZeneca
GRC,2022-02-05,Pfizer/BioNTech
GRC,2022-02-06,Johnson&Johnson
GRC,2022-02-06,Moderna
GRC,2022-02-06,Oxford/AstraZeneca
GRC,2022-02-06,Pfizer/BioNTech
GRC,2022-02-07,Johnson&Johnson
GRC,2022-02-07,Moderna
GRC,2022-02-07,Oxford/AstraZeneca
GRC,2022-02-07,Pfizer/BioNTech
GRC,2022-02-08,Johnson&Johnson
GRC,2022-02-08,Moderna
GRC,2022-02-08,Oxford/AstraZeneca
GRC,2022-02-08,Pfizer/BioNTech
GRC,2022-02-09,Johnson&Johnson
GRC,2022-02-09,Moderna
GRC,2022-02-09,Oxford/AstraZeneca
GRC,2022-02-09,Pfizer/BioNTech
GRC,2022-02-10,Johnson&Johnson
GRC,2022-02-10,Moderna
GRC,2022-02-10,Oxford/AstraZeneca
GRC,2022-02-10,Pfizer/BioNTech
GRC,2022-02-11,Johnson&Johnson
GRC,2022-02-11,Moderna
GRC,2022-02-11,Oxford/AstraZeneca
GRC,2022-02-11,Pfizer/BioNTech
GRC,2022-02-12,Johnson&Johnson
GRC,2022-02-12,Moderna
GRC,2022-02-12,Oxford/AstraZeneca
GRC,2022-02-12,Pfizer/BioNTech
GRC,2022-02-13,Johnson&Johnson
GRC,2022-02-13,Moderna
GRC,2022-02-13,Oxford/AstraZeneca
GRC,2022-02-13,Pfizer/BioNTech
GRC,2022-02-14,Johnson&Johnson
GRC,2022-02-14,Moderna
GRC,2022-02-14,Oxford/AstraZeneca
GRC,2022-02-14,Pfizer/BioNTech
GRC,2022-02-15,Johnson&Johnson
GRC,2022-02-15,Moderna
GRC,2022-02-15,Oxford/AstraZeneca
GRC,2022-02-15,Pfizer/BioNTech
GRC,2022-02-16,Johnson&Johnson
GRC,2022-02-16,Moderna
GRC,2022-02-16,Oxford/AstraZeneca
GRC,2022-02-16,Pfizer/BioNTech
GRC,2022-02-17,Johnson&Johnson
GRC,2022-02-17,Moderna
GRC,2022-02-17,Oxford/AstraZeneca
GRC,2022-02-17,Pfizer/BioNTech
GRC,2022-02-18,Johnson&Johnson
GRC,2022-02-18,Moderna
GRC,2022-02-18,Oxford/AstraZeneca
GRC,2022-02-18,Pfizer/BioNTech
GRC,2022-02-19,Johnson&Johnson
GRC,2022-02-19,Moderna
GRC,2022-02-19,Oxford/AstraZeneca
GRC,2022-02-19,Pfizer/BioNTech
GRC,2022-02-20,Johnson&Johnson
GRC,2022-02-20,Moderna
GRC,2022-02-20,Oxford/AstraZeneca
GRC,2022-02-20,Pfizer/BioNTech
GRC,2022-02-21,Johnson&Johnson
GRC,2022-02-21,Moderna
GRC,2022-02-21,Oxford/AstraZeneca
GRC,2022-02-21,Pfizer/BioNTech
GRC,2022-02-22,Johnson&Johnson
GRC,2022-02-22,Moderna
GRC,2022-02-22,Oxford/AstraZeneca
GRC,2022-02-22,Pfizer/BioNTech
GRC,2022-02-23,Johnson&Johnson
GRC,2022-02-23,Moderna
GRC,2022-02-23,Oxford/AstraZeneca
GRC,2022-02-23,Pfizer/BioNTech
GRC,2022-02-24,Johnson&Johnson
GRC,2022-02-24,Moderna
GRC,2022-02-24,Oxford/AstraZeneca
GRC,2022-02-24,Pfizer/BioNTech
GRC,2022-02-25,Johnson&Johnson
GRC,2022-02-25,Moderna
GRC,2022-02-25,Oxford/AstraZeneca
GRC,2022-02-25,Pfizer/BioNTech
GRC,2022-02-26,Johnson&Johnson
GRC,2022-02-26,Moderna
GRC,2022-02-26,Oxford/AstraZeneca
GRC,2022-02-26,Pfizer/BioNTech
GRC,2022-02-27,Johnson&Johnson
GRC,2022-02-27,Moderna
GRC,2022-02-27,Oxford/AstraZeneca
GRC,2022-02-27,Pfizer/BioNTech
GRC,2022-02-28,Johnson&Johnson
GRC,2022-02-28,Moderna
GRC,2022-02-28,Oxford/AstraZeneca
