location,date,vaccine
Argentina,2022-12-10,Pfizer/BioNTech
Argentina,2022-12-10,Sinopharm/Beijing
Argentina,2022-12-11,Moderna
Argentina,2022-12-11,Pfizer/BioNTech
Argentina,2022-12-11,Sinopharm/Beijing
Argentina,2022-12-12,CanSino
Argentina,2022-12-12,Moderna
Argentina,2022-12-12,Oxford/AstraZeneca
Argentina,2022-12-12,Pfizer/BioNTech
Argentina,2022-12-12,Sinopharm/Beijing
Argentina,2022-12-12,Sputnik V
Argentina,2022-12-13,Moderna
Argentina,2022-12-13,Oxford/AstraZeneca
Argentina,2022-12-13,Pfizer/BioNTech
Argentina,2022-12-13,Sinopharm/Beijing
Argentina,2022-12-13,Sputnik V
Argentina,2022-12-14,CanSino
Argentina,2022-12-14,Moderna
Argentina,2022-12-14,Oxford/AstraZeneca
Argentina,2022-12-14,Pfizer/BioNTech
Argentina,2022-12-14,Sinopharm/Beijing
Argentina,2022-12-14,Sputnik V
Argentina,2022-12-15,Moderna
Argentina,2022-12-15,Oxford/AstraZeneca
Argentina,2022-12-15,Pfizer/BioNTech
Argentina,2022-12-15,Sinopharm/Beijing
Argentina,2022-12-15,Sputnik V
Argentina,2022-12-16,Moderna
Argentina,2022-12-16,Oxford/AstraZeneca
Argentina,2022-12-16,Pfizer/BioNTech
Argentina,2022-12-16,Sinopharm/Beijing
Argentina,2022-12-17,CanSino
Argentina,2022-12-17,Moderna
Argentina,2022-12-17,Oxford/AstraZeneca
Argentina,2022-12-17,Pfizer/BioNTech
Argentina,2022-12-17,Sinopharm/Beijing
Argentina,2022-12-18,Moderna
Argentina,2022-12-18,Pfizer/BioNTech
Argentina,2022-12-18,Sinopharm/Beijing
Argentina,2022-12-19,CanSino
Argentina,2022-12-19,Moderna
Argentina,2022-12-19,Oxford/AstraZeneca
Argentina,2022-12-19,Pfizer/BioNTech
Argentina,2022-12-19,Sinopharm/Beijing
Argentina,2022-12-20,Moderna
Argentina,2022-12-20,Oxford/AstraZeneca
Argentina,2022-12-20,Pfizer/BioNTech
Argentina,2022-12-20,Sinopharm/Beijing
Argentina,2022-12-21,Moderna
Argentina,2022-12-21,Oxford/AstraZeneca
Argentina,2022-12-21,Pfizer/BioNTech
Argentina,2022-12-21,Sinopharm/Beijing
Argentina,2022-12-22,Moderna
Argentina,2022-12-22,Pfizer/BioNTech
Argentina,2022-12-22,Sinopharm/Beijing
Argentina,2022-12-23,Moderna
Argentina,2022-12-23,Pfizer/BioNTech
Argentina,2022-12-23,Sinopharm/Beijing
Argentina,2022-12-24,Moderna
Argentina,2022-12-24,Pfizer/BioNTech
Argentina,2022-12-24,Sinopharm/Beijing
Argentina,2022-12-25,Moderna
Argentina,2022-12-25,Pfizer/BioNTech
Argentina,2022-12-26,Moderna
Argentina,2022-12-26,Pfizer/BioNTech
Argentina,2022-12-26,Sinopharm/Beijing
Argentina,2022-12-26,Sputnik V
Argentina,2022-12-27,Moderna
Argentina,2022-12-27,Oxford/AstraZeneca
Argentina,2022-12-27,Pfizer/BioNTech
Argentina,2022-12-27,Sinopharm/Beijing
Argentina,2022-12-27,Sputnik V
Argentina,2022-12-28,CanSino
Argentina,2022-12-28,Moderna
Argentina,2022-12-28,Oxford/AstraZeneca
Argentina,2022-12-28,Pfizer/BioNTech
Argentina,2022-12-28,Sinopharm/Beijing
Argentina,2022-12-29,Moderna
Argentina,2022-12-29,Oxford/AstraZeneca
Argentina,2022-12-29,Pfizer/BioNTech
Argentina,2022-12-29,Sinopharm/Beijing
Argentina,2022-12-30,Moderna
Argentina,2022-12-30,Pfizer/BioNTech
Argentina,2022-12-30,Sinopharm/Beijing
Argentina,2022-12-30,Sputnik V
Argentina,2022-12-31,Moderna
Argentina,2022-12-31,Oxford/AstraZeneca
Argentina,2022-12-31,Pfizer/BioNTech
Argentina,2022-12-31,Sinopharm/Beijing
Argentina,2023-01-01,Moderna
Argentina,2023-01-01,Pfizer/BioNTech
Argentina,2023-01-01,Sinopharm/Beijing
Argentina,2023-01-02,Moderna
Argentina,2023-01-02,Oxford/AstraZeneca
Argentina,2023-01-02,Pfizer/BioNTech
Argentina,2023-01-02,Sinopharm/Beijing
Argentina,2023-01-03,CanSino
Argentina,2023-01-03,Moderna
Argentina,2023-01-03,Oxford/AstraZeneca
Argentina,2023-01-03,Pfizer/BioNTech
Argentina,2023-01-03,Sinopharm/Beijing
Argentina,2023-01-04,CanSino
Argentina,2023-01-04,Moderna
Argentina,2023-01-04,Oxford/AstraZeneca
Argentina,2023-01-04,Pfizer/BioNTech
Argentina,2023-01-04,Sinopharm/Beijing
Argentina,2023-01-05,Moderna
Argentina,2023-01-05,Oxford/AstraZeneca
Argentina,2023-01-05,Pfizer/BioNTech
Argentina,2023-01-05,Sinopharm/Beijing
Argentina,2023-01-06,CanSino
Argentina,2023-01-06,Moderna
Argentina,2023-01-06,Pfizer/BioNTech
Argentina,2023-01-06,Sinopharm/Beijing
Argentina,2023-01-07,Moderna
Argentina,2023-01-07,Pfizer/BioNTech
Argentina,2023-01-07,Sinopharm/Beijing
Argentina,2023-01-08,Moderna
Argentina,2023-01-08,Pfizer/BioNTech
Argentina,2023-01-08,Sinopharm/Beijing
Argentina,2023-01-09,Moderna
Argentina,2023-01-09,Oxford/AstraZeneca
Argentina,2023-01-09,Pfizer/BioNTech
Argentina,2023-01-09,Sinopharm/Beijing
Argentina,2023-01-09,Sputnik V
Argentina,2023-01-10,Moderna
Argentina,2023-01-10,Oxford/AstraZeneca
Argentina,2023-01-10,Pfizer/BioNTech
Argentina,2023-01-10,Sinopharm/Beijing
Argentina,2023-01-10,Sputnik V
Argentina,2023-01-11,CanSino
Argentina,2023-01-11,Moderna
Argentina,2023-01-11,Oxford/AstraZeneca
Argentina,2023-01-11,Pfizer/BioNTech
Argentina,2023-01-11,Sinopharm/Beijing
Argentina,2023-01-12,Moderna
Argentina,2023-01-12,Oxford/AstraZeneca
Argentina,2023-01-12,Pfizer/BioNTech
Argentina,2023-01-12,Sinopharm/Beijing
Argentina,2023-01-13,CanSino
Argentina,2023-01-13,Moderna
Argentina,2023-01-13,Oxford/AstraZeneca
Argentina,2023-01-13,Pfizer/BioNTech
Argentina,2023-01-13,Sinopharm/Beijing
Argentina,2023-01-14,Moderna
Argentina,2023-01-14,Pfizer/BioNTech
Argentina,2023-01-14,Sinopharm/Beijing
Argentina,2023-01-15,Moderna
Argentina,2023-01-15,Pfizer/BioNTech
Argentina,2023-01-15,Sinopharm/Beijing
Argentina,2023-01-16,Moderna
Argentina,2023-01-16,Pfizer/BioNTech
Argentina,2023-01-16,Sinopharm/Beijing
Argentina,2023-01-17,Moderna
Argentina,2023-01-17,Oxford/AstraZeneca
Argentina,2023-01-17,Pfizer/BioNTech
Argentina,2023-01-17,Sinopharm/Beijing
Argentina,2023-01-18,Moderna
Argentina,2023-01-18,Oxford/AstraZeneca
Argentina,2023-01-18,Pfizer/BioNTech
Argentina,2023-01-18,Sinopharm/Beijing
Argentina,2023-01-19,CanSino
Argentina,2023-01-19,Moderna
Argentina,2023-01-19,Oxford/AstraZeneca
Argentina,2023-01-19,Pfizer/BioNTech
Argentina,2023-01-19,Sinopharm/Beijing
Argentina,2023-01-20,Moderna
Argentina,2023-01-20,Oxford/AstraZeneca
Argentina,2023-01-20,Pfizer/BioNTech
Argentina,2023-01-20,Sinopharm/Beijing
Argentina,2023-01-21,Moderna
Argentina,2023-01-21,Pfizer/BioNTech
Argentina,2023-01-21,Sinopharm/Beijing
Argentina,2023-01-22,Moderna
Argentina,2023-01-22,Pfizer/BioNTech
Argentina,2023-01-22,Sinopharm/Beijing
Argentina,2023-01-23,Moderna
Argentina,2023-01-23,Pfizer/BioNTech
Argentina,2023-01-23,Sinopharm/Beijing
Argentina,2023-01-24,Moderna
Argentina,2023-01-24,Oxford/AstraZeneca
Argentina,2023-01-24,Pfizer/BioNTech
Argentina,2023-01-24,Sinopharm/Beijing
Argentina,2023-01-24,Sputnik V
Argentina,2023-01-25,Moderna
Argentina,2023-01-25,Oxford/AstraZeneca
Argentina,2023-01-25,Pfizer/BioNTech
Argentina,2023-01-25,Sinopharm/Beijing
Argentina,2023-01-26,Moderna
Argentina,2023-01-26,Pfizer/BioNTech
Argentina,2023-01-26,Sinopharm/Beijing
Argentina,2023-01-27,Moderna
Argentina,2023-01-27,Oxford/AstraZeneca
Argentina,2023-01-27,Pfizer/BioNTech
Argentina,2023-01-27,Sinopharm/Beijing
Argentina,2023-01-28,Moderna
Argentina,2023-01-28,Pfizer/BioNTech
Argentina,2023-01-28,Sinopharm/Beijing
Argentina,2023-01-29,Moderna
Argentina,2023-01-29,Pfizer/BioNTech
Argentina,2023-01-29,Sinopharm/Beijing
Argentina,2023-01-30,CanSino
Argentina,2023-01-30,Moderna
Argentina,2023-01-30,Oxford/AstraZeneca
Argentina,2023-01-30,Pfizer/BioNTech
Argentina,2023-01-30,Sinopharm/Beijing
Argentina,2023-01-31,Moderna
Argentina,2023-01-31,Pfizer/BioNTech
Argentina,2023-01-31,Sinopharm/Beijing
Argentina,2023-01-31,Sputnik V
Argentina,2023-02-01,Moderna
Argentina,2023-02-01,Oxford/AstraZeneca
Argentina,2023-02-01,Pfizer/BioNTech
Argentina,2023-02-01,Sinopharm/Beijing
Argentina,2023-02-01,Sputnik V
Argentina,2023-02-02,Moderna
Argentina,2023-02-02,Oxford/AstraZeneca
Argentina,2023-02-02,Pfizer/BioNTech
Argentina,2023-02-02,Sinopharm/Beijing
Argentina,2023-02-03,Moderna
Argentina,2023-02-03,Pfizer/BioNTech
Argentina,2023-02-03,Sinopharm/Beijing
Argentina,2023-02-04,Moderna
Argentina,2023-02-04,Pfizer/BioNTech
Argentina,2023-02-04,Sinopharm/Beijing
Argentina,2023-02-05,Moderna
Argentina,2023-02-05,Pfizer/BioNTech
Argentina,2023-02-05,Sinopharm/Beijing
Argentina,2023-02-06,Moderna
Argentina,2023-02-06,Pfizer/BioNTech
Argentina,2023-02-06,Sinopharm/Beijing
Argentina,2023-02-07,Moderna
Argentina,2023-02-07,Pfizer/BioNTech
Argentina,2023-02-07,Sinopharm/Beijing
Argentina,2023-02-08,Moderna
Argentina,2023-02-08,Pfizer/BioNTech
Argentina,2023-02-08,Sinopharm/Beijing
Argentina,2023-02-09,Moderna
Argentina,2023-02-09,Oxford/AstraZeneca
Argentina,2023-02-09,Pfizer/BioNTech
Argentina,2023-02-09,Sinopharm/Beijing
Argentina,2023-02-10,Moderna
Argentina,2023-02-10,Oxford/AstraZeneca
Argentina,2023-02-10,Pfizer/BioNTech
Argentina,2023-02-10,Sinopharm/Beijing
Argentina,2023-02-10,Sputnik Light
Argentina,2023-02-10,Sputnik V
Argentina,2023-02-11,Moderna
Argentina,2023-02-11,Pfizer/BioNTech
Argentina,2023-02-11,Sinopharm/Beijing
Argentina,2023-02-11,Sputnik Light
Argentina,2023-02-12,Moderna
Argentina,2023-02-12,Oxford/AstraZeneca
Argentina,2023-02-12,Pfizer/BioNTech
Argentina,2023-02-12,Sinopharm/Beijing
Argentina,2023-02-13,Moderna
Argentina,2023-02-13,Pfizer/BioNTech
Argentina,2023-02-13,Sinopharm/Beijing
Argentina,2023-02-13,Sputnik Light
Argentina,2023-02-14,CanSino
Argentina,2023-02-14,Moderna
Argentina,2023-02-14,Pfizer/BioNTech
Argentina,2023-02-14,Sinopharm/Beijing
Argentina,2023-02-14,Sputnik Light
Argentina,2023-02-15,Moderna
Argentina,2023-02-15,Oxford/AstraZeneca
Argentina,2023-02-15,Pfizer/BioNTech
Argentina,2023-02-15,Sinopharm/Beijing
Argentina,2023-02-15,Sputnik Light
Argentina,2023-02-15,Sputnik V
Argentina,2023-02-16,Moderna
Argentina,2023-02-16,Pfizer/BioNTech
Argentina,2023-02-16,Sinopharm/Beijing
Argentina,2023-02-16,Sputnik Light
Argentina,2023-02-17,Moderna
Argentina,2023-02-17,Pfizer/BioNTech
Argentina,2023-02-17,Sinopharm/Beijing
Argentina,2023-02-17,Sputnik Light
Argentina,2023-02-17,Sputnik V
Argentina,2023-02-18,Moderna
Argentina,2023-02-18,Pfizer/BioNTech
Argentina,2023-02-18,Sinopharm/Beijing
Argentina,2023-02-18,Sputnik Light
Argentina,2023-02-19,Moderna
Argentina,2023-02-19,Pfizer/BioNTech
Argentina,2023-02-19,Sinopharm/Beijing
Argentina,2023-02-19,Sputnik Light
Argentina,2023-02-20,Moderna
Argentina,2023-02-20,Pfizer/BioNTech
Argentina,2023-02-20,Sinopharm/Beijing
Argentina,2023-02-20,Sputnik Light
Argentina,2023-02-21,Moderna
Argentina,2023-02-21,Pfizer/BioNTech
Argentina,2023-02-21,Sinopharm/Beijing
Argentina,2023-02-21,Sputnik Light
Argentina,2023-02-22,Moderna
Argentina,2023-02-22,Oxford/AstraZeneca
Argentina,2023-02-22,Pfizer/BioNTech
Argentina,2023-02-22,Sinopharm/Beijing
Argentina,2023-02-22,Sputnik Light
Argentina,2023-02-23,CanSino
Argentina,2023-02-23,Moderna
Argentina,2023-02-23,Oxford/AstraZeneca
Argentina,2023-02-23,Pfizer/BioNTech
Argentina,2023-02-23,Sinopharm/Beijing
Argentina,2023-02-23,Sputnik Light
Argentina,2023-02-23,Sputnik V
Argentina,2023-02-24,Moderna
Argentina,2023-02-24,Pfizer/BioNTech
Argentina,2023-02-24,Sinopharm/Beijing
Argentina,2023-02-24,Sputnik Light
Argentina,2023-02-24,Sputnik V
Argentina,2023-02-25,Moderna
Argentina,2023-02-25,Pfizer/BioNTech
Argentina,2023-02-25,Sinopharm/Beijing
Argentina,2023-02-25,Sputnik Light
Argentina,2023-02-26,Moderna
Argentina,2023-02-26,Pfizer/BioNTech
Argentina,2023-02-26,Sinopharm/Beijing
Argentina,2023-02-26,Sputnik Light
Argentina,2023-02-27,Moderna
Argentina,2023-02-27,Oxford/AstraZeneca
Argentina,2023-02-27,Pfizer/BioNTech
Argentina,2023-02-27,Sinopharm/Beijing
Argentina,2023-02-27,Sputnik Light
Argentina,2023-02-27,Sputnik V
Argentina,2023-02-28,Moderna
Argentina,2023-02-28,Pfizer/BioNTech
Argentina,2023-02-28,Sinopharm/Beijing
Argentina,2023-02-28,Sputnik Light
Argentina,2023-03-01,Moderna
Argentina,2023-03-01,Pfizer/BioNTech
Argentina,2023-03-01,Sinopharm/Beijing
Argentina,2023-03-01,Sputnik Light
Argentina,2023-03-01,Sputnik V
Argentina,2023-03-02,Moderna
Argentina,2023-03-02,Pfizer/BioNTech
Argentina,2023-03-02,Sinopharm/Beijing
Argentina,2023-03-02,Sputnik Light
Argentina,2023-03-02,Sputnik V
Argentina,2023-03-03,Moderna
Argentina,2023-03-03,Oxford/AstraZeneca
Argentina,2023-03-03,Pfizer/BioNTech
Argentina,2023-03-03,Sinopharm/Beijing
Argentina,2023-03-03,Sputnik Light
Argentina,2023-03-04,Moderna
Argentina,2023-03-04,Pfizer/BioNTech
Argentina,2023-03-04,Sinopharm/Beijing
Argentina,2023-03-04,Sputnik Light
Argentina,2023-03-05,Moderna
Argentina,2023-03-05,Pfizer/BioNTech
Argentina,2023-03-05,Sinopharm/Beijing
Argentina,2023-03-05,Sputnik Light
Argentina,2023-03-06,Moderna
Argentina,2023-03-06,Pfizer/BioNTech
Argentina,2023-03-06,Sinopharm/Beijing
Argentina,2023-03-06,Sputnik Light
Argentina,2023-03-06,Sputnik V
Argentina,2023-03-07,Moderna
Argentina,2023-03-07,Pfizer/BioNTech
Argentina,2023-03-07,Sinopharm/Beijing
Argentina,2023-03-07,Sputnik Light
Argentina,2023-03-08,Moderna
Argentina,2023-03-08,Pfizer/BioNTech
Argentina,2023-03-08,Sinopharm/Beijing
Argentina,2023-03-08,Sputnik Light
Argentina,2023-03-08,Sputnik V
Argentina,2023-03-09,Moderna
Argentina,2023-03-09,Pfizer/BioNTech
Argentina,2023-03-09,Sinopharm/Beijing
Argentina,2023-03-09,Sputnik Light
Argentina,2023-03-09,Sputnik V
Argentina,2023-03-10,Moderna
Argentina,2023-03-10,Pfizer/BioNTech
Argentina,2023-03-10,Sinopharm/Beijing
Argentina,2023-03-10,Sputnik Light
Argentina,2023-03-10,Sputnik V
Argentina,2023-03-11,Moderna
Argentina,2023-03-11,Pfizer/BioNTech
Argentina,2023-03-11,Sinopharm/Beijing
Argentina,2023-03-11,Sputnik Light
Argentina,2023-03-11,Sputnik V
Argentina,2023-03-12,Moderna
Argentina,2023-03-12,Pfizer/BioNTech
Argentina,2023-03-12,Sinopharm/Beijing
Argentina,2023-03-12,Sputnik Light
Argentina,2023-03-13,Moderna
Argentina,2023-03-13,Pfizer/BioNTech
Argentina,2023-03-13,Sinopharm/Beijing
Argentina,2023-03-13,Sputnik Light
Argentina,2023-03-14,CanSino
Argentina,2023-03-14,Moderna
Argentina,2023-03-14,Pfizer/BioNTech
Argentina,2023-03-14,Sinopharm/Beijing
Argentina,2023-03-14,Sputnik Light
Argentina,2023-03-15,Moderna
Argentina,2023-03-15,Pfizer/BioNTech
Argentina,2023-03-15,Sinopharm/Beijing
Argentina,2023-03-15,Sputnik Light
Argentina,2023-03-16,Moderna
Argentina,2023-03-16,Pfizer/BioNTech
Argentina,2023-03-16,Sinopharm/Beijing
Argentina,2023-03-16,Sputnik Light
Argentina,2023-03-16,Sputnik V
Argentina,2023-03-17,Moderna
Argentina,2023-03-17,Oxford/AstraZeneca
Argentina,2023-03-17,Pfizer/BioNTech
Argentina,2023-03-17,Sinopharm/Beijing
Argentina,2023-03-17,Sputnik Light
Argentina,2023-03-17,Sputnik V
Argentina,2023-03-18,Moderna
Argentina,2023-03-18,Pfizer/BioNTech
Argentina,2023-03-18,Sinopharm/Beijing
Argentina,2023-03-18,Sputnik Light
Argentina,2023-03-19,Moderna
Argentina,2023-03-19,Pfizer/BioNTech
Argentina,2023-03-19,Sinopharm/Beijing
Argentina,2023-03-19,Sputnik Light
Argentina,2023-03-19,Sputnik V
Argentina,2023-03-20,Moderna
Argentina,2023-03-20,Pfizer/BioNTech
Argentina,2023-03-20,Sinopharm/Beijing
Argentina,2023-03-20,Sputnik Light
Argentina,2023-03-20,Sputnik V
Argentina,2023-03-21,Moderna
Argentina,2023-03-21,Oxford/AstraZeneca
Argentina,2023-03-21,Pfizer/BioNTech
Argentina,2023-03-21,Sinopharm/Beijing
Argentina,2023-03-21,Sputnik Light
Argentina,2023-03-21,Sputnik V
Argentina,2023-03-22,CanSino
Argentina,2023-03-22,Moderna
Argentina,2023-03-22,Oxford/AstraZeneca
Argentina,2023-03-22,Pfizer/BioNTech
Argentina,2023-03-22,Sinopharm/Beijing
Argentina,2023-03-22,Sputnik Light
Argentina,2023-03-23,Moderna
Argentina,2023-03-23,Pfizer/BioNTech
Argentina,2023-03-23,Sinopharm/Beijing
Argentina,2023-03-23,Sputnik Light
Argentina,2023-03-24,Moderna
Argentina,2023-03-24,Pfizer/BioNTech
Argentina,2023-03-24,Sinopharm/Beijing
Argentina,2023-03-24,Sputnik Light
Argentina,2023-03-25,Moderna
Argentina,2023-03-25,Oxford/AstraZeneca
Argentina,2023-03-25,Pfizer/BioNTech
Argentina,2023-03-25,Sinopharm/Beijing
Argentina,2023-03-25,Sputnik Light
Argentina,2023-03-26,Moderna
Argentina,2023-03-26,Pfizer/BioNTech
Argentina,2023-03-26,Sinopharm/Beijing
Argentina,2023-03-26,Sputnik Light
Argentina,2023-03-27,Moderna
Argentina,2023-03-27,Pfizer/BioNTech
Argentina,2023-03-27,Sinopharm/Beijing
Argentina,2023-03-27,Sputnik Light
Argentina,2023-03-27,Sputnik V
Argentina,2023-03-28,Moderna
Argentina,2023-03-28,Pfizer/BioNTech
Argentina,2023-03-28,Sinopharm/Beijing
Argentina,2023-03-28,Sputnik Light
Argentina,2023-03-28,Sputnik V
Argentina,2023-03-29,Moderna
Argentina,2023-03-29,Pfizer/BioNTech
Argentina,2023-03-29,Sinopharm/Beijing
Argentina,2023-03-29,Sputnik Light
Argentina,2023-03-29,Sputnik V
Argentina,2023-03-30,Moderna
Argentina,2023-03-30,Oxford/AstraZeneca
Argentina,2023-03-30,Pfizer/BioNTech
Argentina,2023-03-30,Sinopharm/Beijing
Argentina,2023-03-30,Sputnik Light
Argentina,2023-03-31,Moderna
Argentina,2023-03-31,Pfizer/BioNTech
Argentina,2023-03-31,Sinopharm/Beijing
Argentina,2023-03-31,Sputnik Light
Argentina,2023-03-31,Sputnik V
Argentina,2023-04-01,Moderna
Argentina,2023-04-01,Pfizer/BioNTech
Argentina,2023-04-01,Sinopharm/Beijing
Argentina,2023-04-01,Sputnik Light
Argentina,2023-04-02,Moderna
Argentina,2023-04-02,Pfizer/BioNTech
Argentina,2023-04-02,Sinopharm/Beijing
Argentina,2023-04-02,Sputnik Light
Argentina,2023-04-03,Moderna
Argentina,2023-04-03,Pfizer/BioNTech
Argentina,2023-04-03,Sinopharm/Beijing
Argentina,2023-04-03,Sputnik Light
Argentina,2023-04-04,Moderna
Argentina,2023-04-04,Pfizer/BioNTech
Argentina,2023-04-04,Sinopharm/Beijing
Argentina,2023-04-04,Sputnik Light
Argentina,2023-04-04,Sputnik V
Argentina,2023-04-05,Moderna
Argentina,2023-04-05,Pfizer/BioNTech
Argentina,2023-04-05,Sinopharm/Beijing
Argentina,2023-04-05,Sputnik Light
Argentina,2023-04-05,Sputnik V
Argentina,2023-04-06,Moderna
Argentina,2023-04-06,Pfizer/BioNTech
Argentina,2023-04-06,Sinopharm/Beijing
Argentina,2023-04-06,Sputnik Light
Argentina,2023-04-07,Moderna
Argentina,2023-04-07,Pfizer/BioNTech
Argentina,2023-04-07,Sinopharm/Beijing
Argentina,2023-04-07,Sputnik Light
Argentina,2023-04-08,Moderna
Argentina,2023-04-08,Pfizer/BioNTech
Argentina,2023-04-08,Sinopharm/Beijing
Argentina,2023-04-08,Sputnik Light
Argentina,2023-04-09,Moderna
Argentina,2023-04-09,Pfizer/BioNTech
Argentina,2023-04-09,Sinopharm/Beijing
Argentina,2023-04-09,Sputnik Light
Argentina,2023-04-10,Moderna
Argentina,2023-04-10,Pfizer/BioNTech
Argentina,2023-04-10,Sinopharm/Beijing
Argentina,2023-04-10,Sputnik Light
Argentina,2023-04-10,Sputnik V
Argentina,2023-04-11,Moderna
Argentina,2023-04-11,Pfizer/BioNTech
Argentina,2023-04-11,Sinopharm/Beijing
Argentina,2023-04-11,Sputnik Light
Argentina,2023-04-11,Sputnik V
Argentina,2023-04-12,Moderna
Argentina,2023-04-12,Oxford/AstraZeneca
Argentina,2023-04-12,Pfizer/BioNTech
Argentina,2023-04-12,Sinopharm/Beijing
Argentina,2023-04-12,Sputnik Light
Argentina,2023-04-13,Moderna
Argentina,2023-04-13,Pfizer/BioNTech
Argentina,2023-04-13,Sinopharm/Beijing
Argentina,2023-04-13,Sputnik Light
Argentina,2023-04-14,Moderna
Argentina,2023-04-14,Pfizer/BioNTech
Argentina,2023-04-14,Sinopharm/Beijing
Argentina,2023-04-14,Sputnik Light
Argentina,2023-04-14,Sputnik V
Argentina,2023-04-15,Moderna
Argentina,2023-04-15,Pfizer/BioNTech
Argentina,2023-04-15,Sinopharm/Beijing
Argentina,2023-04-15,Sputnik Light
Argentina,2023-04-16,Moderna
Argentina,2023-04-16,Pfizer/BioNTech
Argentina,2023-04-16,Sinopharm/Beijing
Argentina,2023-04-16,Sputnik Light
Argentina,2023-04-17,Moderna
Argentina,2023-04-17,Pfizer/BioNTech
Argentina,2023-04-17,Sinopharm/Beijing
Argentina,2023-04-17,Sputnik Light
Argentina,2023-04-18,Moderna
Argentina,2023-04-18,Oxford/AstraZeneca
Argentina,2023-04-18,Pfizer/BioNTech
Argentina,2023-04-18,Sinopharm/Beijing
Argentina,2023-04-18,Sputnik Light
Argentina,2023-04-18,Sputnik V
Argentina,2023-04-19,Moderna
Argentina,2023-04-19,Oxford/AstraZeneca
Argentina,2023-04-19,Pfizer/BioNTech
Argentina,2023-04-19,Sinopharm/Beijing
Argentina,2023-04-19,Sputnik Light
Argentina,2023-04-19,Sputnik V
Argentina,2023-04-20,Moderna
Argentina,2023-04-20,Pfizer/BioNTech
Argentina,2023-04-20,Sinopharm/Beijing
Argentina,2023-04-20,Sputnik Light
Argentina,2023-04-20,Sputnik V
Argentina,2023-04-21,CanSino
Argentina,2023-04-21,Moderna
Argentina,2023-04-21,Pfizer/BioNTech
Argentina,2023-04-21,Sinopharm/Beijing
Argentina,2023-04-21,Sputnik Light
Argentina,2023-04-22,Moderna
Argentina,2023-04-22,Pfizer/BioNTech
Argentina,2023-04-22,Sinopharm/Beijing
Argentina,2023-04-22,Sputnik Light
Argentina,2023-04-23,Moderna
Argentina,2023-04-23,Pfizer/BioNTech
Argentina,2023-04-23,Sinopharm/Beijing
Argentina,2023-04-23,Sputnik Light
Argentina,2023-04-24,Moderna
Argentina,2023-04-24,Oxford/AstraZeneca
Argentina,2023-04-24,Pfizer/BioNTech
Argentina,2023-04-24,Sinopharm/Beijing
Argentina,2023-04-24,Sputnik Light
Argentina,2023-04-24,Sputnik V
Argentina,2023-04-25,CanSino
Argentina,2023-04-25,Moderna
Argentina,2023-04-25,Pfizer/BioNTech
Argentina,2023-04-25,Sinopharm/Beijing
Argentina,2023-04-25,Sputnik Light
Argentina,2023-04-25,Sputnik V
Argentina,2023-04-26,Moderna
Argentina,2023-04-26,Pfizer/BioNTech
Argentina,2023-04-26,Sinopharm/Beijing
Argentina,2023-04-26,Sputnik Light
Argentina,2023-04-27,Moderna
Argentina,2023-04-27,Pfizer/BioNTech
Argentina,2023-04-27,Sinopharm/Beijing
Argentina,2023-04-27,Sputnik Light
Argentina,2023-04-28,Moderna
Argentina,2023-04-28,Pfizer/BioNTech
Argentina,2023-04-28,Sinopharm/Beijing
Argentina,2023-04-28,Sputnik Light
Argentina,2023-04-29,Moderna
Argentina,2023-04-29,Pfizer/BioNTech
Argentina,2023-04-29,Sinopharm/Beijing
Argentina,2023-04-29,Sputnik Light
Argentina,2023-04-30,Moderna
Argentina,2023-04-30,Pfizer/BioNTech
Argentina,2023-04-30,Sinopharm/Beijing
Argentina,2023-04-30,Sputnik Light
Argentina,2023-05-01,Moderna
Argentina,2023-05-01,Pfizer/BioNTech
Argentina,2023-05-01,Sinopharm/Beijing
Argentina,2023-05-01,Sputnik Light
Argentina,2023-05-02,Moderna
Argentina,2023-05-02,Pfizer/BioNTech
Argentina,2023-05-02,Sinopharm/Beijing
Argentina,2023-05-02,Sputnik Light
Argentina,2023-05-03,Moderna
Argentina,2023-05-03,Pfizer/BioNTech
Argentina,2023-05-03,Sinopharm/Beijing
Argentina,2023-05-03,Sputnik Light
Argentina,2023-05-03,Sputnik V
Argentina,2023-05-04,Moderna
Argentina,2023-05-04,Pfizer/BioNTech
Argentina,2023-05-04,Sinopharm/Beijing
Argentina,2023-05-04,Sputnik Light
Argentina,2023-05-05,Moderna
Argentina,2023-05-05,Pfizer/BioNTech
Argentina,2023-05-05,Sinopharm/Beijing
Argentina,2023-05-05,Sputnik Light
Argentina,2023-05-06,Moderna
Argentina,2023-05-06,Pfizer/BioNTech
Argentina,2023-05-06,Sinopharm/Beijing
Argentina,2023-05-06,Sputnik Light
Argentina,2023-05-07,Moderna
Argentina,2023-05-07,Pfizer/BioNTech
Argentina,2023-05-07,Sinopharm/Beijing
Argentina,2023-05-07,Sputnik Light
Argentina,2023-05-08,Moderna
Argentina,2023-05-08,Oxford/AstraZeneca
Argentina,2023-05-08,Pfizer/BioNTech
Argentina,2023-05-08,Sinopharm/Beijing
Argentina,2023-05-08,Sputnik Light
Argentina,2023-05-09,Moderna
Argentina,2023-05-09,Oxford/AstraZeneca
Argentina,2023-05-09,Pfizer/BioNTech
Argentina,2023-05-09,Sinopharm/Beijing
Argentina,2023-05-09,Sputnik Light
Argentina,2023-05-09,Sputnik V
