location,date,vaccine
Argentina,2021-12-27,CanSino
Argentina,2021-12-27,Moderna
Argentina,2021-12-27,Oxford/AstraZeneca
Argentina,2021-12-27,Pfizer/BioNTech
Argentina,2021-12-27,Sinopharm/Beijing
Argentina,2021-12-27,Sputnik V
Argentina,2021-12-28,CanSino
Argentina,2021-12-28,Moderna
Argentina,2021-12-28,Oxford/AstraZeneca
Argentina,2021-12-28,Pfizer/BioNTech
Argentina,2021-12-28,Sinopharm/Beijing
Argentina,2021-12-28,Sputnik V
Argentina,2021-12-29,CanSino
Argentina,2021-12-29,Moderna
Argentina,2021-12-29,Oxford/AstraZeneca
Argentina,2021-12-29,Pfizer/BioNTech
Argentina,2021-12-29,Sinopharm/Beijing
Argentina,2021-12-29,Sputnik V
Argentina,2021-12-30,CanSino
Argentina,2021-12-30,Moderna
Argentina,2021-12-30,Oxford/AstraZeneca
Argentina,2021-12-30,Pfizer/BioNTech
Argentina,2021-12-30,Sinopharm/Beijing
Argentina,2021-12-30,Sputnik V
Argentina,2021-12-31,CanSino
Argentina,2021-12-31,Moderna
Argentina,2021-12-31,Oxford/AstraZeneca
Argentina,2021-12-31,Pfizer/BioNTech
Argentina,2021-12-31,Sinopharm/Beijing
Argentina,2021-12-31,Sputnik V
Argentina,2022-01-01,CanSino
Argentina,2022-01-01,Moderna
Argentina,2022-01-01,Oxford/AstraZeneca
Argentina,2022-01-01,Pfizer/BioNTech
Argentina,2022-01-01,Sinopharm/Beijing
Argentina,2022-01-01,Sputnik V
Argentina,2022-01-02,CanSino
Argentina,2022-01-02,Moderna
Argentina,2022-01-02,Oxford/AstraZeneca
Argentina,2022-01-02,Pfizer/BioNTech
Argentina,2022-01-02,Sinopharm/Beijing
Argentina,2022-01-02,Sputnik V
Argentina,2022-01-03,CanSino
Argentina,2022-01-03,Moderna
Argentina,2022-01-03,Oxford/AstraZeneca
Argentina,2022-01-03,Pfizer/BioNTech
Argentina,2022-01-03,Sinopharm/Beijing
Argentina,2022-01-03,Sputnik V
Argentina,2022-01-04,CanSino
Argentina,2022-01-04,Moderna
Argentina,2022-01-04,Oxford/AstraZeneca
Argentina,2022-01-04,Pfizer/BioNTech
Argentina,2022-01-04,Sinopharm/Beijing
Argentina,2022-01-04,Sputnik V
Argentina,2022-01-05,CanSino
Argentina,2022-01-05,Moderna
Argentina,2022-01-05,Oxford/AstraZeneca
Argentina,2022-01-05,Pfizer/BioNTech
Argentina,2022-01-05,Sinopharm/Beijing
Argentina,2022-01-05,Sputnik V
Argentina,2022-01-06,CanSino
Argentina,2022-01-06,Moderna
Argentina,2022-01-06,Oxford/AstraZeneca
Argentina,2022-01-06,Pfizer/BioNTech
Argentina,2022-01-06,Sinopharm/Beijing
Argentina,2022-01-06,Sputnik V
Argentina,2022-01-07,CanSino
Argentina,2022-01-07,Moderna
Argentina,2022-01-07,Oxford/AstraZeneca
Argentina,2022-01-07,Pfizer/BioNTech
Argentina,2022-01-07,Sinopharm/Beijing
Argentina,2022-01-07,Sputnik V
Argentina,2022-01-08,CanSino
Argentina,2022-01-08,Moderna
Argentina,2022-01-08,Oxford/AstraZeneca
Argentina,2022-01-08,Pfizer/BioNTech
Argentina,2022-01-08,Sinopharm/Beijing
Argentina,2022-01-08,Sputnik V
Argentina,2022-01-09,CanSino
Argentina,2022-01-09,Moderna
Argentina,2022-01-09,Oxford/AstraZeneca
Argentina,2022-01-09,Pfizer/BioNTech
Argentina,2022-01-09,Sinopharm/Beijing
Argentina,2022-01-09,Sputnik V
Argentina,2022-01-10,CanSino
Argentina,2022-01-10,Moderna
Argentina,2022-01-10,Oxford/AstraZeneca
Argentina,2022-01-10,Pfizer/BioNTech
Argentina,2022-01-10,Sinopharm/Beijing
Argentina,2022-01-10,Sputnik V
Argentina,2022-01-11,CanSino
Argentina,2022-01-11,Moderna
Argentina,2022-01-11,Oxford/AstraZeneca
Argentina,2022-01-11,Pfizer/BioNTech
Argentina,2022-01-11,Sinopharm/Beijing
Argentina,2022-01-11,Sputnik V
Argentina,2022-01-12,CanSino
Argentina,2022-01-12,Moderna
Argentina,2022-01-12,Oxford/AstraZeneca
Argentina,2022-01-12,Pfizer/BioNTech
Argentina,2022-01-12,Sinopharm/Beijing
Argentina,2022-01-12,Sputnik V
Argentina,2022-01-13,CanSino
Argentina,2022-01-13,Moderna
Argentina,2022-01-13,Oxford/AstraZeneca
Argentina,2022-01-13,Pfizer/BioNTech
Argentina,2022-01-13,Sinopharm/Beijing
Argentina,2022-01-13,Sputnik V
Argentina,2022-01-14,CanSino
Argentina,2022-01-14,Moderna
Argentina,2022-01-14,Oxford/AstraZeneca
Argentina,2022-01-14,Pfizer/BioNTech
Argentina,2022-01-14,Sinopharm/Beijing
Argentina,2022-01-14,Sputnik V
Argentina,2022-01-15,CanSino
Argentina,2022-01-15,Moderna
Argentina,2022-01-15,Oxford/AstraZeneca
Argentina,2022-01-15,Pfizer/BioNTech
Argentina,2022-01-15,Sinopharm/Beijing
Argentina,2022-01-15,Sputnik V
Argentina,2022-01-16,CanSino
Argentina,2022-01-16,Moderna
Argentina,2022-01-16,Oxford/AstraZeneca
Argentina,2022-01-16,Pfizer/BioNTech
Argentina,2022-01-16,Sinopharm/Beijing
Argentina,2022-01-16,Sputnik V
Argentina,2022-01-17,CanSino
Argentina,2022-01-17,Moderna
Argentina,2022-01-17,Oxford/AstraZeneca
Argentina,2022-01-17,Pfizer/BioNTech
Argentina,2022-01-17,Sinopharm/Beijing
Argentina,2022-01-17,Sputnik V
Argentina,2022-01-18,CanSino
Argentina,2022-01-18,Moderna
Argentina,2022-01-18,Oxford/AstraZeneca
Argentina,2022-01-18,Pfizer/BioNTech
Argentina,2022-01-18,Sinopharm/Beijing
Argentina,2022-01-18,Sputnik V
Argentina,2022-01-19,CanSino
Argentina,2022-01-19,Moderna
Argentina,2022-01-19,Oxford/AstraZeneca
Argentina,2022-01-19,Pfizer/BioNTech
Argentina,2022-01-19,Sinopharm/Beijing
Argentina,2022-01-19,Sputnik V
Argentina,2022-01-20,CanSino
Argentina,2022-01-20,Moderna
Argentina,2022-01-20,Oxford/AstraZeneca
Argentina,2022-01-20,Pfizer/BioNTech
Argentina,2022-01-20,Sinopharm/Beijing
Argentina,2022-01-20,Sputnik V
Argentina,2022-01-21,CanSino
Argentina,2022-01-21,Moderna
Argentina,2022-01-21,Oxford/AstraZeneca
Argentina,2022-01-21,Pfizer/BioNTech
Argentina,2022-01-21,Sinopharm/Beijing
Argentina,2022-01-21,Sputnik V
Argentina,2022-01-22,CanSino
Argentina,2022-01-22,Moderna
Argentina,2022-01-22,Oxford/AstraZeneca
Argentina,2022-01-22,Pfizer/BioNTech
Argentina,2022-01-22,Sinopharm/Beijing
Argentina,2022-01-22,Sputnik V
Argentina,2022-01-23,CanSino
Argentina,2022-01-23,Moderna
Argentina,2022-01-23,Oxford/AstraZeneca
Argentina,2022-01-23,Pfizer/BioNTech
Argentina,2022-01-23,Sinopharm/Beijing
Argentina,2022-01-23,Sputnik V
Argentina,2022-01-24,CanSino
Argentina,2022-01-24,Moderna
Argentina,2022-01-24,Oxford/AstraZeneca
Argentina,2022-01-24,Pfizer/BioNTech
Argentina,2022-01-24,Sinopharm/Beijing
Argentina,2022-01-24,Sputnik V
Argentina,2022-01-25,CanSino
Argentina,2022-01-25,Moderna
Argentina,2022-01-25,Oxford/AstraZeneca
Argentina,2022-01-25,Pfizer/BioNTech
Argentina,2022-01-25,Sinopharm/Beijing
Argentina,2022-01-25,Sputnik V
Argentina,2022-01-26,CanSino
Argentina,2022-01-26,Moderna
Argentina,2022-01-26,Oxford/AstraZeneca
Argentina,2022-01-26,Pfizer/BioNTech
Argentina,2022-01-26,Sinopharm/Beijing
Argentina,2022-01-26,Sputnik V
Argentina,2022-01-27,CanSino
Argentina,2022-01-27,Moderna
Argentina,2022-01-27,Oxford/AstraZeneca
Argentina,2022-01-27,Pfizer/BioNTech
Argentina,2022-01-27,Sinopharm/Beijing
Argentina,2022-01-27,Sputnik V
Argentina,2022-01-28,CanSino
Argentina,2022-01-28,Moderna
Argentina,2022-01-28,Oxford/AstraZeneca
Argentina,2022-01-28,Pfizer/BioNTech
Argentina,2022-01-28,Sinopharm/Beijing
Argentina,2022-01-28,Sputnik V
Argentina,2022-01-29,CanSino
Argentina,2022-01-29,Moderna
Argentina,2022-01-29,Oxford/AstraZeneca
Argentina,2022-01-29,Pfizer/BioNTech
Argentina,2022-01-29,Sinopharm/Beijing
Argentina,2022-01-29,Sputnik V
Argentina,2022-01-30,CanSino
Argentina,2022-01-30,Moderna
Argentina,2022-01-30,Oxford/AstraZeneca
Argentina,2022-01-30,Pfizer/BioNTech
Argentina,2022-01-30,Sinopharm/Beijing
Argentina,2022-01-30,Sputnik V
Argentina,2022-01-31,CanSino
Argentina,2022-01-31,Moderna
Argentina,2022-01-31,Oxford/AstraZeneca
Argentina,2022-01-31,Pfizer/BioNTech
Argentina,2022-01-31,Sinopharm/Beijing
Argentina,2022-01-31,Sputnik V
Argentina,2022-02-01,CanSino
Argentina,2022-02-01,Moderna
Argentina,2022-02-01,Oxford/AstraZeneca
Argentina,2022-02-01,Pfizer/BioNTech
Argentina,2022-02-01,Sinopharm/Beijing
Argentina,2022-02-01,Sputnik V
Argentina,2022-02-02,CanSino
Argentina,2022-02-02,Moderna
Argentina,2022-02-02,Oxford/AstraZeneca
Argentina,2022-02-02,Pfizer/BioNTech
Argentina,2022-02-02,Sinopharm/Beijing
Argentina,2022-02-02,Sputnik V
Argentina,2022-02-03,CanSino
Argentina,2022-02-03,Moderna
Argentina,2022-02-03,Oxford/AstraZeneca
Argentina,2022-02-03,Pfizer/BioNTech
Argentina,2022-02-03,Sinopharm/Beijing
Argentina,2022-02-03,Sputnik V
Argentina,2022-02-04,CanSino
Argentina,2022-02-04,Moderna
Argentina,2022-02-04,Oxford/AstraZeneca
Argentina,2022-02-04,Pfizer/BioNTech
Argentina,2022-02-04,Sinopharm/Beijing
Argentina,2022-02-04,Sputnik V
Argentina,2022-02-05,CanSino
Argentina,2022-02-05,Moderna
Argentina,2022-02-05,Oxford/AstraZeneca
Argentina,2022-02-05,Pfizer/BioNTech
Argentina,2022-02-05,Sinopharm/Beijing
Argentina,2022-02-05,Sputnik V
Argentina,2022-02-06,CanSino
Argentina,2022-02-06,Moderna
Argentina,2022-02-06,Oxford/AstraZeneca
Argentina,2022-02-06,Pfizer/BioNTech
Argentina,2022-02-06,Sinopharm/Beijing
Argentina,2022-02-06,Sputnik V
Argentina,2022-02-07,CanSino
Argentina,2022-02-07,Moderna
Argentina,2022-02-07,Oxford/AstraZeneca
Argentina,2022-02-07,Pfizer/BioNTech
Argentina,2022-02-07,Sinopharm/Beijing
Argentina,2022-02-07,Sputnik V
Argentina,2022-02-08,CanSino
Argentina,2022-02-08,Moderna
Argentina,2022-02-08,Oxford/AstraZeneca
Argentina,2022-02-08,Pfizer/BioNTech
Argentina,2022-02-08,Sinopharm/Beijing
Argentina,2022-02-08,Sputnik V
Argentina,2022-02-09,CanSino
Argentina,2022-02-09,Moderna
Argentina,2022-02-09,Oxford/AstraZeneca
Argentina,2022-02-09,Pfizer/BioNTech
Argentina,2022-02-09,Sinopharm/Beijing
Argentina,2022-02-09,Sputnik V
Argentina,2022-02-10,CanSino
Argentina,2022-02-10,Moderna
Argentina,2022-02-10,Oxford/AstraZeneca
Argentina,2022-02-10,Pfizer/BioNTech
Argentina,2022-02-10,Sinopharm/Beijing
Argentina,2022-02-10,Sputnik V
Argentina,2022-02-11,CanSino
Argentina,2022-02-11,Moderna
Argentina,2022-02-11,Oxford/AstraZeneca
Argentina,2022-02-11,Pfizer/BioNTech
Argentina,2022-02-11,Sinopharm/Beijing
Argentina,2022-02-11,Sputnik V
Argentina,2022-02-12,CanSino
Argentina,2022-02-12,Moderna
Argentina,2022-02-12,Oxford/AstraZeneca
Argentina,2022-02-12,Pfizer/BioNTech
Argentina,2022-02-12,Sinopharm/Beijing
Argentina,2022-02-12,Sputnik V
Argentina,2022-02-13,CanSino
Argentina,2022-02-13,Moderna
Argentina,2022-02-13,Oxford/AstraZeneca
Argentina,2022-02-13,Pfizer/BioNTech
Argentina,2022-02-13,Sinopharm/Beijing
Argentina,2022-02-13,Sputnik V
Argentina,2022-02-14,CanSino
Argentina,2022-02-14,Moderna
Argentina,2022-02-14,Oxford/AstraZeneca
Argentina,2022-02-14,Pfizer/BioNTech
Argentina,2022-02-14,Sinopharm/Beijing
Argentina,2022-02-14,Sputnik V
Argentina,2022-02-15,CanSino
Argentina,2022-02-15,Moderna
Argentina,2022-02-15,Oxford/AstraZeneca
Argentina,2022-02-15,Pfizer/BioNTech
Argentina,2022-02-15,Sinopharm/Beijing
Argentina,2022-02-15,Sputnik V
Argentina,2022-02-16,CanSino
Argentina,2022-02-16,Moderna
Argentina,2022-02-16,Oxford/AstraZeneca
Argentina,2022-02-16,Pfizer/BioNTech
Argentina,2022-02-16,Sinopharm/Beijing
Argentina,2022-02-16,Sputnik V
Argentina,2022-02-17,CanSino
Argentina,2022-02-17,Moderna
Argentina,2022-02-17,Oxford/AstraZeneca
Argentina,2022-02-17,Pfizer/BioNTech
Argentina,2022-02-17,Sinopharm/Beijing
Argentina,2022-02-17,Sputnik V
Argentina,2022-02-18,CanSino
Argentina,2022-02-18,Moderna
Argentina,2022-02-18,Oxford/AstraZeneca
Argentina,2022-02-18,Pfizer/BioNTech
Argentina,2022-02-18,Sinopharm/Beijing
Argentina,2022-02-18,Sputnik V
Argentina,2022-02-19,CanSino
Argentina,2022-02-19,Moderna
Argentina,2022-02-19,Oxford/AstraZeneca
Argentina,2022-02-19,Pfizer/BioNTech
Argentina,2022-02-19,Sinopharm/Beijing
Argentina,2022-02-19,Sputnik V
Argentina,2022-02-20,CanSino
Argentina,2022-02-20,Moderna
Argentina,2022-02-20,Oxford/AstraZeneca
Argentina,2022-02-20,Pfizer/BioNTech
Argentina,2022-02-20,Sinopharm/Beijing
Argentina,2022-02-20,Sputnik V
Argentina,2022-02-21,CanSino
Argentina,2022-02-21,Moderna
Argentina,2022-02-21,Oxford/AstraZeneca
Argentina,2022-02-21,Pfizer/BioNTech
Argentina,2022-02-21,Sinopharm/Beijing
Argentina,2022-02-21,Sputnik V
Argentina,2022-02-22,CanSino
Argentina,2022-02-22,Moderna
Argentina,2022-02-22,Oxford/AstraZeneca
Argentina,2022-02-22,Pfizer/BioNTech
Argentina,2022-02-22,Sinopharm/Beijing
Argentina,2022-02-22,Sputnik V
Argentina,2022-02-23,CanSino
Argentina,2022-02-23,Moderna
Argentina,2022-02-23,Oxford/AstraZeneca
Argentina,2022-02-23,Pfizer/BioNTech
Argentina,2022-02-23,Sinopharm/Beijing
Argentina,2022-02-23,Sputnik V
Argentina,2022-02-24,CanSino
Argentina,2022-02-24,Moderna
Argentina,2022-02-24,Oxford/AstraZeneca
Argentina,2022-02-24,Pfizer/BioNTech
Argentina,2022-02-24,Sinopharm/Beijing
Argentina,2022-02-24,Sputnik V
Argentina,2022-02-25,CanSino
Argentina,2022-02-25,Moderna
Argentina,2022-02-25,Oxford/AstraZeneca
Argentina,2022-02-25,Pfizer/BioNTech
Argentina,2022-02-25,Sinopharm/Beijing
Argentina,2022-02-25,Sputnik V
Argentina,2022-02-26,CanSino
Argentina,2022-02-26,Moderna
Argentina,2022-02-26,Oxford/AstraZeneca
Argentina,2022-02-26,Pfizer/BioNTech
Argentina,2022-02-26,Sinopharm/Beijing
Argentina,2022-02-26,Sputnik V
Argentina,2022-02-27,CanSino
Argentina,2022-02-27,Moderna
Argentina,2022-02-27,Oxford/AstraZeneca
Argentina,2022-02-27,Pfizer/BioNTech
Argentina,2022-02-27,Sinopharm/Beijing
Argentina,2022-02-27,Sputnik V
Argentina,2022-02-28,CanSino
Argentina,2022-02-28,Moderna
Argentina,2022-02-28,Oxford/AstraZeneca
Argentina,2022-02-28,Pfizer/BioNTech
Argentina,2022-02-28,Sinopharm/Beijing
Argentina,2022-02-28,Sputnik V
Argentina,2022-03-01,CanSino
Argentina,2022-03-01,Moderna
Argentina,2022-03-01,Oxford/AstraZeneca
Argentina,2022-03-01,Pfizer/BioNTech
Argentina,2022-03-01,Sinopharm/Beijing
Argentina,2022-03-01,Sputnik V
Argentina,2022-03-02,CanSino
Argentina,2022-03-02,Moderna
Argentina,2022-03-02,Oxford/AstraZeneca
Argentina,2022-03-02,Pfizer/BioNTech
Argentina,2022-03-02,Sinopharm/Beijing
Argentina,2022-03-02,Sputnik V
Argentina,2022-03-03,CanSino
Argentina,2022-03-03,Moderna
Argentina,2022-03-03,Oxford/AstraZeneca
Argentina,2022-03-03,Pfizer/BioNTech
Argentina,2022-03-03,Sinopharm/Beijing
Argentina,2022-03-03,Sputnik V
Argentina,2022-03-04,CanSino
Argentina,2022-03-04,Moderna
Argentina,2022-03-04,Oxford/AstraZeneca
Argentina,2022-03-04,Pfizer/BioNTech
Argentina,2022-03-04,Sinopharm/Beijing
Argentina,2022-03-04,Sputnik V
Argentina,2022-03-05,CanSino
Argentina,2022-03-05,Moderna
Argentina,2022-03-05,Oxford/AstraZeneca
Argentina,2022-03-05,Pfizer/BioNTech
Argentina,2022-03-05,Sinopharm/Beijing
Argentina,2022-03-05,Sputnik V
Argentina,2022-03-06,CanSino
Argentina,2022-03-06,Moderna
Argentina,2022-03-06,Oxford/AstraZeneca
Argentina,2022-03-06,Pfizer/BioNTech
Argentina,2022-03-06,Sinopharm/Beijing
Argentina,2022-03-06,Sputnik V
Argentina,2022-03-07,CanSino
Argentina,2022-03-07,Moderna
Argentina,2022-03-07,Oxford/AstraZeneca
Argentina,2022-03-07,Pfizer/BioNTech
Argentina,2022-03-07,Sinopharm/Beijing
Argentina,2022-03-07,Sputnik V
Argentina,2022-03-08,CanSino
Argentina,2022-03-08,Moderna
Argentina,2022-03-08,Oxford/AstraZeneca
Argentina,2022-03-08,Pfizer/BioNTech
Argentina,2022-03-08,Sinopharm/Beijing
Argentina,2022-03-08,Sputnik V
Argentina,2022-03-09,CanSino
Argentina,2022-03-09,Moderna
Argentina,2022-03-09,Oxford/AstraZeneca
Argentina,2022-03-09,Pfizer/BioNTech
Argentina,2022-03-09,Sinopharm/Beijing
Argentina,2022-03-09,Sputnik V
Argentina,2022-03-10,CanSino
Argentina,2022-03-10,Moderna
Argentina,2022-03-10,Oxford/AstraZeneca
Argentina,2022-03-10,Pfizer/BioNTech
Argentina,2022-03-10,Sinopharm/Beijing
Argentina,2022-03-10,Sputnik V
Argentina,2022-03-11,CanSino
Argentina,2022-03-11,Moderna
Argentina,2022-03-11,Oxford/AstraZeneca
Argentina,2022-03-11,Pfizer/BioNTech
Argentina,2022-03-11,Sinopharm/Beijing
Argentina,2022-03-11,Sputnik V
Argentina,2022-03-12,CanSino
Argentina,2022-03-12,Moderna
Argentina,2022-03-12,Oxford/AstraZeneca
Argentina,2022-03-12,Pfizer/BioNTech
Argentina,2022-03-12,Sinopharm/Beijing
Argentina,2022-03-12,Sputnik V
Argentina,2022-03-13,CanSino
Argentina,2022-03-13,Moderna
Argentina,2022-03-13,Oxford/AstraZeneca
Argentina,2022-03-13,Pfizer/BioNTech
Argentina,2022-03-13,Sinopharm/Beijing
Argentina,2022-03-13,Sputnik V
Argentina,2022-03-14,CanSino
Argentina,2022-03-14,Moderna
Argentina,2022-03-14,Oxford/AstraZeneca
Argentina,2022-03-14,Pfizer/BioNTech
Argentina,2022-03-14,Sinopharm/Beijing
Argentina,2022-03-14,Sputnik V
Argentina,2022-03-15,CanSino
Argentina,2022-03-15,Moderna
Argentina,2022-03-15,Oxford/AstraZeneca
Argentina,2022-03-15,Pfizer/BioNTech
Argentina,2022-03-15,Sinopharm/Beijing
Argentina,2022-03-15,Sputnik V
Argentina,2022-03-16,CanSino
Argentina,2022-03-16,Moderna
Argentina,2022-03-16,Oxford/AstraZeneca
Argentina,2022-03-16,Pfizer/BioNTech
Argentina,2022-03-16,Sinopharm/Beijing
Argentina,2022-03-16,Sputnik V
Argentina,2022-03-17,CanSino
Argentina,2022-03-17,Moderna
Argentina,2022-03-17,Oxford/AstraZeneca
Argentina,2022-03-17,Pfizer/BioNTech
Argentina,2022-03-17,Sinopharm/Beijing
Argentina,2022-03-17,Sputnik V
Argentina,2022-03-18,CanSino
Argentina,2022-03-18,Moderna
Argentina,2022-03-18,Oxford/AstraZeneca
Argentina,2022-03-18,Pfizer/BioNTech
Argentina,2022-03-18,Sinopharm/Beijing
Argentina,2022-03-18,Sputnik V
Argentina,2022-03-19,CanSino
Argentina,2022-03-19,Moderna
Argentina,2022-03-19,Oxford/AstraZeneca
Argentina,2022-03-19,Pfizer/BioNTech
Argentina,2022-03-19,Sinopharm/Beijing
Argentina,2022-03-19,Sputnik V
Argentina,2022-03-20,CanSino
Argentina,2022-03-20,Moderna
Argentina,2022-03-20,Oxford/AstraZeneca
Argentina,2022-03-20,Pfizer/BioNTech
Argentina,2022-03-20,Sinopharm/Beijing
Argentina,2022-03-20,Sputnik V
Argentina,2022-03-21,CanSino
Argentina,2022-03-21,Moderna
Argentina,2022-03-21,Oxford/AstraZeneca
Argentina,2022-03-21,Pfizer/BioNTech
Argentina,2022-03-21,Sinopharm/Beijing
Argentina,2022-03-21,Sputnik V
Argentina,2022-03-22,CanSino
Argentina,2022-03-22,Moderna
Argentina,2022-03-22,Oxford/AstraZeneca
Argentina,2022-03-22,Pfizer/BioNTech
Argentina,2022-03-22,Sinopharm/Beijing
Argentina,2022-03-22,Sputnik V
Argentina,2022-03-23,CanSino
Argentina,2022-03-23,Moderna
Argentina,2022-03-23,Oxford/AstraZeneca
Argentina,2022-03-23,Pfizer/BioNTech
Argentina,2022-03-23,Sinopharm/Beijing
Argentina,2022-03-23,Sputnik V
Argentina,2022-03-24,CanSino
Argentina,2022-03-24,Moderna
Argentina,2022-03-24,Oxford/AstraZeneca
Argentina,2022-03-24,Pfizer/BioNTech
Argentina,2022-03-24,Sinopharm/Beijing
Argentina,2022-03-24,Sputnik V
Argentina,2022-03-25,CanSino
Argentina,2022-03-25,Moderna
Argentina,2022-03-25,Oxford/AstraZeneca
Argentina,2022-03-25,Pfizer/BioNTech
Argentina,2022-03-25,Sinopharm/Beijing
Argentina,2022-03-25,Sputnik V
Argentina,2022-03-26,CanSino
Argentina,2022-03-26,Moderna
Argentina,2022-03-26,Oxford/AstraZeneca
Argentina,2022-03-26,Pfizer/BioNTech
Argentina,2022-03-26,Sinopharm/Beijing
Argentina,2022-03-26,Sputnik V
Argentina,2022-03-27,CanSino
Argentina,2022-03-27,Moderna
Argentina,2022-03-27,Oxford/AstraZeneca
Argentina,2022-03-27,Pfizer/BioNTech
Argentina,2022-03-27,Sinopharm/Beijing
Argentina,2022-03-27,Sputnik V
Argentina,2022-03-28,CanSino
Argentina,2022-03-28,Moderna
Argentina,2022-03-28,Oxford/AstraZeneca
Argentina,2022-03-28,Pfizer/BioNTech
Argentina,2022-03-28,Sinopharm/Beijing
Argentina,2022-03-28,Sputnik V
Argentina,2022-03-29,CanSino
Argentina,2022-03-29,Moderna
Argentina,2022-03-29,Oxford/AstraZeneca
Argentina,2022-03-29,Pfizer/BioNTech
Argentina,2022-03-29,Sinopharm/Beijing
Argentina,2022-03-29,Sputnik V
Argentina,2022-03-30,CanSino
Argentina,2022-03-30,Moderna
Argentina,2022-03-30,Oxford/AstraZeneca
Argentina,2022-03-30,Pfizer/BioNTech
Argentina,2022-03-30,Sinopharm/Beijing
Argentina,2022-03-30,Sputnik V
Argentina,2022-03-31,CanSino
Argentina,2022-03-31,Moderna
Argentina,2022-03-31,Oxford/AstraZeneca
Argentina,2022-03-31,Pfizer/BioNTech
Argentina,2022-03-31,Sinopharm/Beijing
Argentina,2022-03-31,Sputnik V
Argentina,2022-04-01,CanSino
Argentina,2022-04-01,Moderna
Argentina,2022-04-01,Oxford/AstraZeneca
Argentina,2022-04-01,Pfizer/BioNTech
Argentina,2022-04-01,Sinopharm/Beijing
Argentina,2022-04-01,Sputnik V
Argentina,2022-04-02,CanSino
Argentina,2022-04-02,Moderna
Argentina,2022-04-02,Oxford/AstraZeneca
Argentina,2022-04-02,Pfizer/BioNTech
Argentina,2022-04-02,Sinopharm/Beijing
Argentina,2022-04-02,Sputnik V
Argentina,2022-04-03,CanSino
Argentina,2022-04-03,Moderna
Argentina,2022-04-03,Oxford/AstraZeneca
Argentina,2022-04-03,Pfizer/BioNTech
Argentina,2022-04-03,Sinopharm/Beijing
Argentina,2022-04-03,Sputnik V
Argentina,2022-04-04,CanSino
Argentina,2022-04-04,Moderna
Argentina,2022-04-04,Oxford/AstraZeneca
Argentina,2022-04-04,Pfizer/BioNTech
Argentina,2022-04-04,Sinopharm/Beijing
Argentina,2022-04-04,Sputnik V
Argentina,2022-04-05,CanSino
Argentina,2022-04-05,Moderna
Argentina,2022-04-05,Oxford/AstraZeneca
Argentina,2022-04-05,Pfizer/BioNTech
Argentina,2022-04-05,Sinopharm/Beijing
Argentina,2022-04-05,Sputnik V
Argentina,2022-04-06,CanSino
Argentina,2022-04-06,Moderna
Argentina,2022-04-06,Oxford/AstraZeneca
Argentina,2022-04-06,Pfizer/BioNTech
Argentina,2022-04-06,Sinopharm/Beijing
Argentina,2022-04-06,Sputnik V
Argentina,2022-04-07,CanSino
Argentina,2022-04-07,Moderna
Argentina,2022-04-07,Oxford/AstraZeneca
Argentina,2022-04-07,Pfizer/BioNTech
Argentina,2022-04-07,Sinopharm/Beijing
Argentina,2022-04-07,Sputnik V
Argentina,2022-04-08,CanSino
Argentina,2022-04-08,Moderna
Argentina,2022-04-08,Oxford/AstraZeneca
Argentina,2022-04-08,Pfizer/BioNTech
Argentina,2022-04-08,Sinopharm/Beijing
Argentina,2022-04-08,Sputnik V
Argentina,2022-04-09,CanSino
Argentina,2022-04-09,Moderna
Argentina,2022-04-09,Oxford/AstraZeneca
Argentina,2022-04-09,Pfizer/BioNTech
Argentina,2022-04-09,Sinopharm/Beijing
Argentina,2022-04-09,Sputnik V
Argentina,2022-04-10,CanSino
Argentina,2022-04-10,Moderna
Argentina,2022-04-10,Oxford/AstraZeneca
Argentina,2022-04-10,Pfizer/BioNTech
Argentina,2022-04-10,Sinopharm/Beijing
Argentina,2022-04-10,Sputnik V
Argentina,2022-04-11,CanSino
Argentina,2022-04-11,Moderna
Argentina,2022-04-11,Oxford/AstraZeneca
Argentina,2022-04-11,Pfizer/BioNTech
Argentina,2022-04-11,Sinopharm/Beijing
Argentina,2022-04-11,Sputnik V
Argentina,2022-04-12,CanSino
Argentina,2022-04-12,Moderna
Argentina,2022-04-12,Oxford/AstraZeneca
Argentina,2022-04-12,Pfizer/BioNTech
Argentina,2022-04-12,Sinopharm/Beijing
Argentina,2022-04-12,Sputnik V
Argentina,2022-04-13,CanSino
Argentina,2022-04-13,Moderna
Argentina,2022-04-13,Oxford/AstraZeneca
Argentina,2022-04-13,Pfizer/BioNTech
Argentina,2022-04-13,Sinopharm/Beijing
Argentina,2022-04-13,Sputnik V
Argentina,2022-04-14,CanSino
Argentina,2022-04-14,Moderna
Argentina,2022-04-14,Oxford/AstraZeneca
Argentina,2022-04-14,Pfizer/BioNTech
Argentina,2022-04-14,Sinopharm/Beijing
Argentina,2022-04-14,Sputnik V
Argentina,2022-04-15,CanSino
Argentina,2022-04-15,Moderna
Argentina,2022-04-15,Oxford/AstraZeneca
Argentina,2022-04-15,Pfizer/BioNTech
Argentina,2022-04-15,Sinopharm/Beijing
Argentina,2022-04-15,Sputnik V
Argentina,2022-04-16,CanSino
Argentina,2022-04-16,Moderna
Argentina,2022-04-16,Oxford/AstraZeneca
Argentina,2022-04-16,Pfizer/BioNTech
Argentina,2022-04-16,Sinopharm/Beijing
Argentina,2022-04-16,Sputnik V
